№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание,,,,,,,
,,,,,"215805, Смоленская область, г. Ярцево, ул. Автозаводская, д. 24 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214032, Смоленская область, г. Смоленск, ул. Маршала Еременко, д. 8-б (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215750, Смоленская область, Дорогобужский район, п. Верхнеднепровский, ул. Комсомольская, д. 27 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216500, Смоленская область, г. Рославль, 15 микрорайон, д. 16 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214038, Смоленская область, г. Смоленск, ул. Гарабурды, д. 25 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216400, Смоленская область, г. Десногорск, 3 микрорайон (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216500, Смоленская область, г. Рославль, 165 квартал, д. 2 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216239, Смоленская область, Духовщинский район, п. Озерный, ул. Кольцевая, д. 14 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214019, Смоленская область, г. Смоленск, ул. Крупской, д. 32 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215500, Смоленская область, г. Сафоново, ул. Советская, д. 58 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214030, Смоленская область, г. Смоленск, ул. Н. Неман, д. 9 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214004, Смоленская область, г. Смоленск, ул. Багратиона, д. 7 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215119, Смоленская область, г. Вязьма, ул. Строителей, д. 4 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214031, Смоленская область, г. Смоленск, ул. Рыленкова, д. 71-а (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, г. Гагарин, ул. Гагарина, д. 16 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215800, Смоленская область, г. Ярцево, ул. Советская, д. 9 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216491, Смоленская область, Починовский район, п. Шаталово-1 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216400, Смоленская область, г. Десногорск, 1 микрорайон (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214013, Смоленская область, г. Смоленск, ул. Черняховского, д. 28 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, ул. Тенишевой, д. 8 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215770, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский, ул. Октябрьская, д. 2 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216330, Смоленская область, г. Ельня, ул. Советская, д. 30 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215770, Смоленская область, Дорогобужский район, пгт. Верхнеднеппровский, проспект Химиков, д. 14 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215810, Смоленская область, г. Ярцево, проспект Металлургов, д. 39/19 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214033, Смоленская область, г. Смоленск, ул. Московский большак, д. 30 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214031, Смоленская область, г. Смоленск, ул. П. Алексеева, д. 1 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214031, Смоленская область, г. Рудня, ул. Киреева, д. 87 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, пр-т Гагарина, д. 1 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214018, Смоленская область, г. Смоленск, пр-т Гагарина, д. 58 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, г. Гагарин, торговая площадь ""Тишинка"" (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215805, Смоленская область, г. Ярцево, пр-т Металлургов, д. 14-а (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215753, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский, ул. Комсомольская, д. 10-а (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214027, Смоленская область, г. Смоленск, ул. Лавочкина, д. 46 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214025, Смоленская область, г. Смоленск, ул. Нахимова, д. 14 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, пр-т Гагарина, д. 22 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215713, Смоленская область, г. Дорогобуж, ул. Чистякова, д. 6 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216620, Смоленская область, Хиславичи, ул. Советская, д. 16 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, г. Вязьма, ул. Космонавтов, д. 10 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, г. Вязьма, ул. Московская, д. 18 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214031, Смоленская область, г. Смоленск, ул. Рыленкова, д. 51 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215505, Смоленская область, г. Сафоново, микрорайон 3, д. 1 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, г. Гагарин, перекресток улицы Строителей и переулка Пионерский (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214032, Смоленская область, г. Смоленск, ул. Лавочкина, д. 62 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214039, Смоленская область, г. Смоленск, ул. В. Гризодубовой, д.1 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214019,Смоленская область, г. Смоленск, ул. 25 Сентября д. 30-В (магазин) без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214019, Смоленская область, г. Смоленск, ул. Крупской, д. 55-а (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216500, Смоленская область, г. Рославль, ул. Пушкина, д. 43 (магазин), без ограничений",,,,,15 ноября 2011 включение объекта,,,,,,,,,,,,,
,,,,,"214020, Смоленская область, г. Смоленск, ул. Рыленкова, д. 9-а (магазин), без ограничений",,,,,15 ноября 2011 включение объекта,,,,,,,,,,,,,
,,,,,"216500, Смоленская область, г. Рославль, Красноармейская, д. 83 (магазин), без ограничений",,,,,15 ноября 2011 включение объекта,,,,,,,,,,,,,
,,,,,"216600, Смоленская область, г. Починок, ул. Советская, д. 65-а (магазин), без ограничений",,,,,15 ноября 2011 включение объекта,,,,,,,,,,,,,
8,"ОАО ""Концерн Росэнергоатом""",7721632827,5087746119951,"109507, Московская область, г. Москва, ул. Ферганская, д. 25","216400, Смоленская область, г. Десногорск, микрорайон №6, общежитие 442, блок ""А"" (столовая), без ограничений",№ 1734                  Б 004817,03 июня 2011,по 11 ноября 2013,,,,,,,,,,,,,,,
9,"ЗАО ""ТД ""ПЕРЕКРЕСТОК""",7728029110,1027700034493,"103473, г. Москва, Суворовская площадь, д. 1","214036, Смолпенская область, г. Смоленск, ул. Рыленкова, д. 77 (магазин), без ограничений",№ 2004 Б 005500,20 июня 2011,до 30 мая 2016,,,,,,,,,,,,,,,
,,,,,"214025, Смоленская область, г. Смоленск, ул. Нахимова, д. 14 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214031, Смолпенская область, г. Смоленск, ул. 25 Сентября, д. 30/В (магазин), без ограничений",,,,,,,,,,,,,,,,,,
10,"ОАО ""Управление торговли Московскоговоенного округа""",7725673670,1097746439449,"115093, Московская область, г. Москва, ул. Большая Серпуховская, д. 35, строение 12","216117, Смоленская область, Краснинский район, п. Гусино (магазин)",№ 1873                 Б 005163,10 октября 2009,по 12 октября 2014,,,,,,,,,,,,,,,
,,,,,"216548, Смоленская область, Починовский район, п. Елки (магазин)",,,,,,,,,,,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, ул. Реввоенсовета, д. 26 (столовая)",,,,,,,,,,,,,,,,,,
,,,,,"214030, Смоленская область, г. Смоленск, ул. Н.-Неман, д. 35 (закусочная)",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, г. Гагарин, ул. Строителей, д. 155 (кафе №3)",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, Вяземский район, с. Вязьма - Брянская, ул. Победы, здание ТБЦ (буфет)",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, Вяземский район, с. Вязьма-Брянская, ул. 50 лет Победы, здание ТБЦ (бар №2)",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, Новодугинский район, п. Новодугино, Военный городок, 1 (магазин)",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, Вяземский район, с. Вязьма -Брянская, ул. 50 лет Победы, здание ТБЦ (магазин)",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, Вяземский район, с. Вязьма-Брянская, ул. 50 лет Победы, здание ТБЦ(бар №1)",,,,,,,,,,,,,,,,,,
11,"ООО ""Торговый Дом ""Эпсилон""",6234074070,1096234009706,"109028, Московская область, г. Москва, Певческий переулок, д. 1/2, строение 2, офис 35","214018, Смоленская область, г. Смоленск, ул. Раевского, д. 4 (магазин), без ограничений",№ 1910                Б 005213               (Б 005470)                   ( Г 301996),10 мая 2011,по 09 апреля 2015,,,,,,,,,,,,,,,
,,,,,"214034, Смоленская область, г. Смоленск, ул. Щорса, д. 1 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, ул. Большая Советская, д. 19/2 (магазин), без ограничений",Б 004839,,,,01 февраля 2012                       исключение объекта,,,,,,,,,,,,,
,,,,,"214530, Смоленская область, Смоленский район, с. Печерск, ул. Минская, д. 27 (магазин), без ограничений",,,,,12 января 2012 исключение объекта,,,,,,,,,,,,,
,,,,,"214004, Смоленская область, г. Смоленск, ул. Кирова, д. 28 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214020, Смоленская область, г. Смоленск, ул. Шевченко, д. 58 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214030, Смоленская область, г. Смоленск, ул. Нормандия-Неман, д. 31 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215119, Смоленская область, г. Вязьма, ул. Строителей, д. 8 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216500, Смоленская область, г. Рославль, ул. Смоленская, д. 80-а (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214013, Смоленская область, г. Смоленск, ул. Николаева, д. 59 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214019, Смоленская область, г. Смоленск, ул. 25 Сентября, д. 50 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214025, Смоленская область, г. Смоленск, ул. Багратиона, д. 25 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214019, Смоленская область, г. Смоленск, проезд Маршала Конева, д.29 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214030, Смоленская область, г. Смоленск, ул. Краснинское шоссе, д. 6 (ман\газин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"214015, Смоленская область, г. Смоленск, ул. Мало-Краснофлотская, д. 37-а (магазин), без ограничений",,,,,,,,,,,,,,,,,,
12,"ООО ""КОПЕЙКА-МОСКВА""",7715196234,1027739014930,"127560, Московская область, г. Москва,  ул. Коненкова, д. 5","215010, Смоленская область, г. Гагарин, ул. Гагарина, д. 16 (универсам ""Копейка"")",№ 1456                Г 679441,07 марта 2007,по 07 марта 2012,,,,,,,,,,,,,,,
,,,,,"214006, Смоленская область,  ул. Юрьева, д. 13 (магазин)",,,,,,,,,,,,,,,,,,
,,,,,"215113, Смоленская область, г. Вязьма, ул. Московская, д. 28 (магазин)",,,,,,,,,,,,,,,,,,
,,,,,"215800, Смоленская область, г. Ярцево, ул. Энтузиастов, д. 31 (магазин)",,,,,,,,,,,,,,,,,,
,,,,,"216400, Смоленская область, г. Десногорск, 3-ий микрорайон, пристройка к дому № 19 (магазин ""Универсам"")",,,,,,,,,,,,,,,,,,
,,,,,"216400, Смоленская область, г. Десногорск, 3-ий микрорайон, пристройка к дому № 20 (магазин ""Меркурий""",,,,,,,,,,,,,,,,,,
,,,,,"216400, Смоленская область, г. Десногорск, 1-ый микрорайон, торговый центр (магазин ""Феникс"")",,,,,,,,,,,,,,,,,,
,,,,,"21404, Смоленская область, г. Смоленск, ул. Кирова, д. 29-б (универсам ""Копейка"")",,,,,,,,,,,,,,,,,,
,,,,,"214031, Смоленская область, г. Смоленск, ул. Попова, д. 44 (универсам ""Копейка"")",,,,,,,,,,,,,,,,,,
13,"ОАО ""УТ К ВКО""",7704730091,1097746403512,"119021, Московская область, г. Москва, пер. Хользунова, д. 18","215240, Смоленская область, Новодугинский район, п. Новодугино (магазин)",№ 1862               Б 005155,29 сентября 2009 ,по 29 сентября 2014,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, г. Гагарин, ул. Строителей, д. 155 (магазин)",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, г. Гагарин, ул. Строителей, д. 155 (кафе)",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, Вяземский район, с. Вязьма-Брянская, ул. 50 лет Победы (бар №1)",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, Вяземский район, с. Вязьма-Брянская, ул. 50 лет Победы (бар №2)",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, Вяземский район, с. Вязьма-Брянская, ул. 50 лет Победы (буфет)",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, вяземский район, с. Вязьма-Брянская, ул. 50 лет Победы (магазин)",,,,,,,,,,,,,,,,,,
14,"ООО ""МЕТРО Кэш энд Керри""",7704218694,1027700272148,"125445, Московская область, г. Москва, Ленинградское шоссе, д. 71-г","214011, Смоленская область, г. Смоленск, ул. Кутузова, д. 54 (магазин), без ограничений",№ 2087                            Г 301883,28 декабря 2011,по 28 декабря 2016,,,,,,,,,,,,,,,
15,"ОАО ""Железнодорожная торговая компания""",7708639622,5077746868403,"107228, г. Москва, ул. Нворязанская, д.12","
1579/1 - 214018, г. Смоленск,  пр-т. Гагарина, д. 8 (кафе ""Ассорти""), без ограничений",№1579                         Г 679589,24 октября 2007,по 24 октября 2012,,,,,,,,,,,,,,,
,,,,,"
1579/2 - 214018, г. Смоленск,  пр-т. Гагарина, д. 8 (магазин ""Ассорти""), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/3 - 214525, г. Смоленск,  п. Гнездово, ул. Универсальная (магазин № 12), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/4 - 214033, г. Смоленск,  ул. Строгань, д. 5 (магазин № 24), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/5 - 214020, г. Смоленск,  ул. Седова, д. 13 (кафе ""Ассорти""), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/6 - 216450, г. Починок,  ул. К. Маркса, д. 5 (магазин № 3), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/7 - 214450, г. Починок, ул. К. Маркса, д. 5 (закусочная), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/8 - 215850, Ярцевский район, п. Кардымово, ул. Привокзальная (магазин № 15), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/9 - 216117, Краснинский район, п. Гусино, ул. Советская, д. 1 (магазин № 27), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/10 - 216500, г. Рославль,  ул. К. Маркса, д. 14 (магазин № 6), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/11 - 216500, г. Рославль,  ул. Пролетарская, д. 84 (магазин № 20), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/12 - 216500, г. Рославль,  ул. Пролетарская, д. 88 (магазин № 11), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/13 - 216500, г. Рославль,  ул. Энгельса, д. 13 (кафе ""Ассотри""), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/14 - 215111, г. Вязьма, Красноармейское шоссе, д. 39 (кафетерий), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/15 - 215111, г. Вязьма,  ул. Матросова, д. 1 (столовая № 7), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1579/16 - 215111, г. Вязьма,  ст. Вязьма, перрон (павильон), до 15 %.",,,,,,,,,,,,,,,,,,
,,,,,"
1579/17 - 215111, г. Вязьма,  ул. Дзержинского, д. 1, ж.д. вогзал (кафе), до 15 %.",,,,,,,,,,,,,,,,,,
,,,,,"
1579/18 - 215111, г. Вязьма, ст. Вязьма, перрон (кафе), до 15 %.",,,,,,,,,,,,,,,,,,
,,,,,"
1579/19 - 215010, г. Гагарин,  ул. 50 лет ВЛКСМ, ж.д. вокзал (буфет), до 15 %.",,,,,,,,,,,,,,,,,,
,,,,,"
1579/20 - 216500, г. Рославль,  Привокзальная площадь (магазин № 1), до 15 %.",,,,,,,,,,,,,,,,,,
,,,,,"
1579/21 - 215430, пгт. Угра, ул. Железнодорожная, д. 1, ж.д. вокзал (магазин), до 15 %.",,,,,,,,,,,,,,,,,,
