41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,8/8/2012,7/12/2017,
,,,,,,,,,,,,11/10/2011,7/20/2014,
,,,,,,,,,,,,11/10/2011,7/20/2014,
,,,,,,,,,,,,8/23/2012,12/5/2012,
,,,,,,,,,,,,2/10/2012,2/10/2013,
,,,,,,,,,,,,2/10/2012,2/10/2013,
,,,,,,,,,,,,4/26/2012,3/13/2017,
,,,,,,,,,,,,7/25/2012,3/13/2017,
,,,,,,,,,,,,8/15/2012,3/13/2017,
,,,,,,,,,,,,8/15/2012,3/13/2017,
,,,,,,,,,,,,8/15/2012,3/13/2017,
,,,,,,,,,,,,8/15/2012,3/13/2017,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,7/24/2012,7/24/2013,
