№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание,,,,,,,
57,"ООО ""Березка""",6722019298,1066722007263,"215100, Смоленская область, г. Вязьма, ул. Алексеевская, магазин ""Продукты""","215100, Смоленская область, г. Вязьма, ул. Алексеевская (магазин), без ограничений",№ 1077               Б 005853,10 июля 2006,по 10 июля 2011,,,,,,,,,,,,,,,
58,"ООО ""Ника""",6722019033,1066722006889,"215110, Смоленская область, г. Вязьма, ул. М. Горького, д. 43","215110, Смоленская область, г. Вязьма, ул. Кашена, д. 5 (магазин)",№ 1044                  Б 005761,30 июня 2006,по 30 июня 2011,,,,,,,,,,,,,,,
,,,,,"215107, Смоленская область, Вяземский район, с. Вязьма-Брянская, ул. 50 лет Победы, в районе метеолокатора (магазин)",,,,,,,,,,,,,,,,,,
59,"ООО ""КАНКРИТ""",6722017460,1056708164556,"215116, Смоленская область, г. Вязьма, ул. Пушкина, 25","215110, Смоленская область, г. Вязьма, ул. Восстания, д. 15 (магазин), без ограничений",№ 1211                  Г 254843,27 июля 2006,по 27 июля 2011,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Ленина, д. 61-а (кафе-бар)",,,,,,,,,,,,,,,,,,
60,"ООО ""Автодром""",6722016554,1046706003046,"215100, Смоленская область, г. Вязьма, ул. Лейтенанта Шмидта, 5","215110, Смоленская область, г. Вязьма, ул. Лейтенанта Шмидта, д. 5 (Спорт-бар)",№ 1210                Б 005979,27 июля 2006,по 27 июля 2011,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Ленина, д. 18 (кафе)",,,,,,,,,,,,,,,,,,
61,"ООО ""Арт-Сити""",6722019410,1066722007791,"215111, Смоленская область, г. Вязьма, пер. Дзержинского, д. 4-а, кв. 8","215110, Смоленская область, г. Вязьма, ул. Полины Осипенко, около д. № 11 (магазин)",№ 1202              Б 005978,27 июля 2006,по 27 июля 2011,,,,,,,,,,,,,,,
62,"ООО ""Колос""",6722019770,1066722008297,"215111, Смоленская область, г. Вязьма, Красноармейское шоссе, 3","215111, Смоленская область, г. Вязьма, Красноармейское шоссе, 3 (магазин)",№ 1338                 Г 301801,24 октября 2011,по 24 октября 2012,,,,,,,,,,,,,,,
63,"ООО ""Татьяна""",6722019763,1066722008286,"215110, Смоленская область, г. Вязьма, ул. Смоленская, 30","215110, Смоленская область, г. Вязьма, ул. Смоленская, 30 (магазин)",№ 1337                   Г 301833,24 октября 2011,по 24 октября 2012,,,,,,,,,,,,,,,
64,"ООО ""Каспий""",6722019690,1066722008165,"215111, Смоленская область, г. Вязьма, ул. Калинина, 4, 22","215111, Смоленская область, г. Вязьма, ул. М. Горького, д. 49 (магазин)",№ 1318                 Г 254962,29 сентября 2006,по 29 сентября 2011,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, г. Вязьма, ул. Кашена, д. 1-а (магазин)",,,,,,,,,,,,,,,,,,
65,"ООО ""Дашенька""",6722019682,1066722008143,"215110, Смоленская область, г. Вязьма, ул. 25 Октября, 15, 26","215110, Смоленская область, г. Вязьма, ул. Ленина, д. 48 (магазин)",№ 1291                 Г 254933,04 сентября 2006,по 04 сентября 2011,,,,,,,,,,,,,,,
66,"ООО ""Галеон""",6722019611,1066722008088,"215113, Смоленская область, г. Вязьма, ул. Московская, 9-а","215113, Смоленская область, г. Вязьма, ул. Московская, д. 9-а (бар)",№ 1290               Г 254934,04 сентября 2006,по 04 сентября 2011,,,,,,,,,,,,,,,
67,"ООО ""Тасо""",6722019548,1066722008000,"215110, Смоленская область, г. Вязьма, ул. Кроштадская, 29, 82 ","215110, Смоленская область, г. Вязьма, ул. Кроштадская, д. 23 (магазин)",№ 1281                          Г 254916,23 августа 2006,по 23 августа 2011,,,,,,,,,,,,,,,
68,"ООО ""Эдем""",6722019347,1066722007340,"215110, Смоленская область, г. Вязьма, ул. Покровского, 3-а, 1","215110, Смоленская область, г. Вязьма, ул. Космонавтов, д. 4 (кафе)",№ 1280               Г 254915,23 августа 2006,по 23 августа 2011,,,,,,,,,,,,,,,
69,"ООО ""ТАТЬЯНА""",6722019361,1066722007384,"215116, Смоленская область, г. Вязьма, ул. Смоленская, д. 7","215116, Смоленская область, г. Вязьма, ул. Смоленская, д. 7 (магазин)",№ 1276                   Г 254917,23 августа 2006,по 23 августа 2011,,,,,,,,,,,,,,,
,,,,,"215119, Смоленская область, г. Вязьма, ул. Строителей, д. 8-а (магазин продукты ""Надежда"")",,,,,,,,,,,,,,,,,,
70,"ООО ""Авель""",6722017847,1056708181903,"215110, Смоленская область, г. Вязьма, ул. Космонавтов, 10","215110, Смоленская область, г. Вязьма, ул. Космонавтов, д. 10 (магазин), без ограничений",№ 1260                 Г 254891,11 августа 2006,по 11 августа 2011,,,,,,,,,,,,,,,
71,"ООО ""Александрит""",6722018914,1066722006757,"215100, Смоленская область, г. Вязьма, ул. Ленина, 36","215100, Смоленская область, г. Вязьма, ул. Ленина, д. 36 (кафе-бар)",№ 1234              Г 254866,02 августа 2006,по 02 августа 2011,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, г. Вязьма, пер. Страховой, д. 6-а (кафе-бар), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, г. Вязьма, ул. Космонавтов, д. 1 (бар)",,,,,,,,,,,,,,,,,,
72,"ООО ""Влана""",6722019883,1066722008429,"215119, Смоленская область, г. Вязьма, ул. Строителей, 12, 65","215119, Смоленская область, г. Вязьма, ул. Ленина, д. 69 (магазин)",№ 1341                 В 445752                  (Г 301823),23 октября 2006,по 23 октября 2011,до 24 октября 2013,,,,,,,,,,,,,,
73,"ООО ""Фаворит""",6722019900,1066722008440,"215113, Смоленская область, г. Вязьма, ул. Московская,12, 25","215110, Смоленская область, г. Вязьма, ул. Смоленская, д. 30(магазин)", № 1350                  В 445762           (Г 301812),31 октября 2006,по 31 октября 2011,до 01 ноября 2013,,,,,,,,,,,,,,
74,"МП ""Орша""",6722010827,1026700852903,"215100, Смоленская область, г. Вязьма, ул. П. Шмидта, 2","215100, Смоленская область, г. Вязьма, ул. Шмидта, 2 ",№ 1358              В 445776                         (Г 301925),08 ноября 2006,по 08 ноября 2011,до 08 н6оября 2012,,,,,,,,,,,,,,
75,"ООО ""Софья""",6722019795,1066722008319,"215119, Смоленская область, г. Вязьма, ул. Парковая, 16, 2","215100, Смоленская область, г. Вязьма, ул. Софьи Перовской, д. 7 (магазин), до 16,5",№ 1364                 В 445780             Г 301826,15 ноября 2006,по 15 ноября 20112,до 16 ноября 2012,,,,,,,,,,,,,,
76,"ООО ""Европа""",6722001847,1026700856731,"215158, Смоленская область, Вяземский район, п. Анрейково, ул. Совхозная, д. 7","215158, Смоленская область, Вяземский район, п. Андрейково, ул. Совхозная, д. 7 (магазин)",№ 1378                  В 445800                       ( 301949),05 декабря 2006,по 05 декабря 2011,до 06 декабря 2013,,,,,,,,,,,,,,
77,"ООО ""Надежда Плюс""",6722019812,1066722008363,"215113, Смоленская область, г. Вязьма, ул. Киселева, 6","215100, Смоленская область, г. Вязьма, ул. Панино, д. 3 (закусочная)",№ 1383                      Г 679364                   ( Г 301992),05 декабря 2006,по 05 декабря 2011,до 06 декабря 2012,,,,,,,,,,,,,,
78,"ООО ""Алинка""",6722020060,1066722008770,"215119, Смоленская область, г. Вязьма, ул. Воинов-интернационалистов,3 112","215119, Смоленская область, г. Вязьма, ул. П. Осипенко, около д. 17 (магазин)",№ 1401               Г 679391,25 декабря 2006,по 25 декабря 2011,,,,,,,,,,,,,,,
79,"ООО ""Согласие""",6722019280,1066722007241,"215107, Смоленская область, Вяземский район, п. Вязьма-Брянская, ул. 50 лет Победы, 14, 9","215100, Смоленская область, г. Вязьма, ул. Московская, д. 14-а (Арт-кафе)",№ 1403                Г 679379,21 декабря 2006,по 21 декабря 2011,,,,,,,,,,,,,,,
80,"ООО ""Ресторан ""Ямской""",6722007729,1026700855950,"215111, Смоленская область, г. Вязьма, пл. Советская, 2/1","215111, Смоленская область, г. Вязьма, пл. Советская, 2 (ресторан)",№ 1410                 Г 679392,25 декабря 2006,по 25 декабря 2011,,,,,,,,,,,,,,,
81,"ООО ""ВА""",6722020247,1076722000068,"215110, Смоленская область, г. Вязьма, ул. 25 Октября, д. 22","215110, Смоленская область, г. Вязьма, ул. 25 Октября, д. 22 (магазин)",№ 1438                 Г 679423,09 февраля 2007,по 09 февраля 2012,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Московская, д. 11 (магазин)",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, пер. Устинкин, д. 1-а (кафе)",,,,,,,,,,,,,,,,,,
82,"ООО ""АЛГА""",6722020222,1076722000046,"215110, Смоленская область, г. Вязьма, Красноармейское шоссе, д. 20","215110, Смоленская область, г. Вязьма, Красноармейское шоссе, д. 20 (закусочная), без ограничений",№ 1461                 Г 679447,21 марта 2007,по 21 марта 2012,,,,,,,,,,,,,,,
83,"ООО ""Сэнатра""",6722020656,1076722000486,"215150, Смоленская область, Вяземский район, Относовский с/о, д. Относово","215150, Смоленская область, Вяземский район, д. Относово (магазин ""Юлия"")",№ 1485                   Г 679478,03 мая 2007,по 03 мая 2012,,,,,,,,,,,,,,,
84,"ООО ""ПО ""Вольские дачи""",6722018760,1066722006537,"215158, Смоленская область, Вяземский район, д. Вольские дачи","215158, Смоленская область, Вяземский район, д. Вольские дачи (ресторан)",№ 1494                  Г 679488,25 мая 2007,по 25 мая 2012,,,,,,,,,,,,,,,
85,"ООО ""Эллада""",6722020053,1066722008760,"215110, Смоленская область, г. Вязьма, ул. Маяковского, д. 2, кв. 52","215110, Смоленская область, Вяземский район, с. Семлево (павильон)",№ 1504                 Г 679499,07 июня 2007,по 07 июня 2012,,,,,,,,,,,,,,,
86,"ООО ""Фининфотранс""",6722015039,1026700850692,"215110, Смоленская область, г. Вязьма, пер. Загородный, д. 1","215110, Смоленская область, г. Вязьма, пер. Загородный, д. 1 (кафе ""Морской волк"")",№ 1521                 Б 005111,31 марта 2009,по 11 июля 2012,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, пер. Загородный, д. 1 (магазин ""Элитные вина"")",,,,,,,,,,,,,,,,,,
87,"МУП магазин №18 ""Продукты""",6722002079,1026700851374,"215100, Смоленская область, г. Вязьма, ул. Докучаева, д. 37 ","215100, Смоленская область, г. Вязьма, ул. Докучаева, д. 37 (магазин)",№ 1560                   Г 679566,18 сентября 2007,по 18 сентября 2012,,,,,,,,,,,,,,,
88,"ООО ""Коммерческий центр""",6722001269,1026700853410,"215100, Смоленская область, г. Вязьма, ул. Космонавтов, д. 1","215100, Смоленская область, г. Вязьма, ул. Парижской Коммуны, д. 2 (магазин № 36)",№ 1577                 Г 679585,16 октября 2007,по 16 октября 2012,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, г. Вязьма, ул. Кроштадтская, д. 5 (магазин № 38)",,,,,,,,,,,,,,,,,,
89,"ООО ""Вязьма-Холдинг""",6722019315,1066722007252,"215100, Смоленская область, г. Вязьма, ул. 25 Октября, 37","215110, Смоленская область, г. Вязьма, ул. 25 Октября, д. 2-а (кофейня ""Пирожница"")",№ 1659                  Г 679681,22 апреля 2008,по 22 апреля 2013,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Ленина, 18, на территории рынка ООО ""Акросоп"" (закусочная), без ограничений",,,,,,,,,,,,,,,,,,
90,"ООО ""ИЛАРТ""",6722022036,1086722000430,"215100, Смоленская область, г. Вязьма, ул. Восстания, д. 1","215100, Смоленская область, г. Вязьма, ул. Восстания, д. 1 (магазин)",№ 1671                  Г 679696,28 мая 2008,по 28 мая 2013,,,,,,,,,,,,,,,
91,"ООО ""Водолей и Ко""",6722021900,1086722000298,"215100, Смоленская область, г. Вязьма, ул. В. Интернационалистов, д. 5, к. 1, кв. 25","215100, Смоленская область, г. Вязьма, микрорайон Березы, д. 14 (магазин ""Продукты""), без ограничений",№ 1673                Г 679697,28 мая 2008,по 28 мая 2013,,,,,,,,,,,,,,,
92,"ООО ""МИША""",6722022011,1086722000419,"215130, Смоленская область, Вяземский район, с. Бывалицы, ул. Мелиоративная, д. 3","215130, Смоленская область, Вяземский район, с. Бывалицы, ул. Мелиоративная, д. 3 (магазин), без ограничений",№ 1678               Г 679703,09 июня 2008,по 09 июня 2013,,,,,,,,,,,,,,,
94,"ООО ""Терек""",6722019481,1066722007945,"215165, Смоленская область, Вяземский район, д. Касня","215165, Смоленская область, Вяземский район, д. Касня (магазин)",№ 1691                  Г 679736,28 июля 2008,по 28 июля 2013,,,,,,,,,,,,,,,
95,"ООО ""Пересвет""",6722020409,1076722000300,"215110, Смоленская область, г. Вязьма, ул. 25 Октября, д. 34","215110, Смоленская область, г. Вязьма, ул. 25 Октября, д. 34 (спорт бар), без ограничений",№ 1698                  Г 679741,28 июля 2008,по 28 июля 2013,,,,,,,,,,,,,,,
96,"ООО ""Друг""",6722022597,1086722001046,"215107, Смоленская область, Вяземский район, п. Вязьма-Брянская, ул. 50 лет Победы, д. 14, кв. 9","215100, Смоленская область, г. Вязьма, ул. Кирова, д. 24 (кафе)",№ 1729                  Г 679777,23 октября 2008,по 23 октября 2013,,,,,,,,,,,,,,,
97,"ООО ""Тополек""",6722018223,1056708187997,"215110, Смоленская область, г. Вязьма, ул. 25 Октября","215110, Смоленская область, г. Вязьма, ул. 25 Октября, в районе хлебозавода (магазин ""Тополек"")",№ 1740               Б 005003,27 декабря 2008,по 27 декабря 2013,,,,,,,,,,,,,,,
98,"ООО ""ТОПАЗ""",6722018826,1066722006614,"215510, Смоленская область, г. Вязьма, ул. Покровского, д. 3-а, кв. 16","215510, Смоленская область, г. Вязьма, Привокзальная площадь (кафе), до 15%",№ 723                  Г 245999              (Б 005444),04 мая 2006                      20 апреля 2011,04 мая 2011                      до 05 мая 2016,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Московская, д. 23 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. 25 Октября, д. 10 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Парижской Коммуны, д. 2 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
99,"ООО ""Перспектива""",6722023093,1086722001520,"215110, Смоленская область, г. Вязьма, ул. Освобождения, д. 4","215119, Смоленская область, г. Вязьма, ул. Освобождения, д. 4 (магазин), без ограничений",№ 1920                   Б 005234,13 октября 2010,по 13 октября 2015,,,,,,,,,,,,,,,
100,"ООО ""Варвара""",6722025598,1106722001517,"215158, Смоленская область, Вяземский район, с. Андрейково, ул. Озерная, д. 3","215158, Смоленская область, Вяземский район, с. Андрейково, ул. Совхозная, около д. №6 (магазин), без ограничений",№ 1935                  Б 005276                     (Г 301927),29 ноября 2010,по 29 ноября 2011,до 29 ноября 2012,,,,,,,,,,,,,,
101,"ООО ""Галия""",6722012990,1026700855708,"215107, Смоленская область, Вяземский район, п. Вязьма-Брянская, ул. Лесная, д. 53","215107, Смоленская область, Вяземский район, п. Вязьма-Брянская, ул. Центральная, д. 1 (магазин), без ограничений",№ 1339                  В 445753               Г 301816,23 октября 2006,до 23 октября 2011,до 24 октября 2016,,,,,,,,,,,,,,
,,,,,"215107, Смоленская область, Вяземский район, п. Вязьма-Брянская, ул. Парковая, д. 1 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
102,"ОАО ""Вязьмаремтехпред""",6722003033,1026700851968,"215100, Вяземский район, г. Вязьма, ул. 25 Октября, д. 53","215100, Смоленская область,г. Вязьма, ул.Ленина, д.10 (закусочная), без ограничений",1331                             Г 254975   ,20 октября 2006,20 октября 2011,,,,,,,,,,,,,,,
,,,,,"215100, г. Вязьма, ул.                             Л. Шмидта, д.2 (закусочная), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215100, г. Вязьма, ул.25 Октября, д.53 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215100, г. Вязьма, ул.Ленина, остановка ж/д больница (торговый павильон), до 15 %.",,,,,,,,,,,,,,,,,,
,,,,,"215100, г. Вязьма, ул. Московская, д.30-а (закусочная), без ограничений",,,,,,,,,,,,,,,,,,
103,Вяземское РАЙПО,6722007574,1026700850681,"215100, г. Вязьма, ул. Комсомольская, 9","1194/1 -215100, трасса Москва-Минск 
(магазин ТПС № 1),
 без ограничений.","№ 1194                    Г 679456
(№ 2043               Б 004766)",05 апреля 2007              28 июля 2011,27 июля 2011                    28 июля 2016,,,,,,,,,,,,,,,
,,,,,"1194/2 -215100, г. Вязьма, улЛенина, д. 20 (магазин «Продукты» № 2), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/3 -215100, г. Вязьма, ул Ленина, д. 20 (магазин «Вино-Водка» № 3), без ограничений.
",,,,,,,,,,,,,,,,,,
,,,,,"1194/4 -215100, г. Вязьма, ул. Крондштадская, д. 23-а (магазин «Продукты»  № 5), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1194/5 -215100, г. Вязьма, ул. Красноармейское шоссе, д. 13-а (магазин «ТПС» № 9), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/6 -215100, г. Вязьма, ул Ленина, д. 64 (магазин «Продукты» № 10), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/7 -215100, Вяземский район, п. Андрейкого (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/9 -215100, Вяземский район, п. Черное (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/10 -215100, Вяземский район, п. Вязьма-Брянская (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/11- 215100, Вяземский район, д. Черемушки (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/12 -215100, Вяземский район, д. Ефремово (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/13 -215100, Вяземский район, п. Исаково (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/14 -215100, Вяземский район, д. Кайдаково (магазин «ТПС» № 2), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/15 -215100, Вяземский район, д. Лосьмино (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/16 -215100, Вяземский район, д. Мамоново (магазин «ТПС» № 1), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/17 -215100, Вяземский район, д. Касня (магазин «ТПС» № 2), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/18 -215100, Вяземский район, д. Богородицкое (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/19 -215100, Вяземский район, д. Новое Село (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/20 -215100, Вяземский район, д. Бородино (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/21 -215100, Вяземский район, п. Относово (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/22 -215100, Вяземский район, п. Новый (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/23 -215100, Вяземский район, п. Хмелита (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/24 -215100, Вяземский район, д. Юшково (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/25 -215100, Вяземский район, д. Минино (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/26 -215100, Вяземский район, д. Ржавец (магазин «ТПС»), без ограничений.
",,,,,,,,,,,,,,,,,,
,,,,,"1194/27 -215100, г. Вязьма, ул. Плетниковка, д. 15 (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/28 -215100, Вяземский район, п. Туманово (магазин «Продукты» № 1), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1194/29 -215100, Вяземский район, п. Туманово (магазин «ТПС» № 2), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1194/30 -215100, Вяземский район, п. Туманово (магазин «ТПС» № 3), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1194/31 -215100, Вяземский район, д. Бывалицы (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/32 -215100, Вяземский район, д. Егорье (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/33 -215100, Вяземский район, д. Царево-Займище (магазин «ТПС»), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1194/34 -215100, Вяземский район, д. Вырубово (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/35 -215100, Вяземский район, д. Шуйское (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/36 -215100, Вяземский район, д. Демидово (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/37 -215100, Вяземский район, д. Дмитровка (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/38 -215100, Вяземский район, п. Успенское (магазин «ТПС» №  1), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/39 -215100, Вяземский район, п. Успенское (магазин «ТПС» №  2), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/40 -215100, Вяземский район, д. Телепнево (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/41 -215100, Вяземский район, п. Семлево (магазин «ТПС» №  1), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/42 -215100, Вяземский район, п. Семлево (магазин «ТПС» № 3), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/43 -215100, Вяземский район, п. Поляново (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/44 -215100, Вяземский район, д. Ленкино (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/45 -215100, Вяземский район, ст. Семлево (магазин «ТПС» №  1), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"05.04.2007 г.
1194/46 -215100, Вяземский район, ст. Семлево (магазин «ТПС» № 2), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/47 -215100, Вяземский район, д. Путьково (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/48 -215100, Вяземский район, д. Староселье (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/49 -215100, Вяземский район, д. Малая Калпита (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/50 -215100, Вяземский район, д. Хватов Завод (магазин «ТПС» №  1), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/51 -215100, Вяземский район, п. Андрейково, ул. Мира, д.2 (магазин «ТПС»), без ограничений.",,,,,,,,,,,,,,,,,,
,,,,,"1194/52 -215100, г. Вязьма, ул. Комсомольская, д. 9 (торговый павильон), до 15 %.",,,,,,,,,,,,,,,,,,
,,,,,"1194/53 -215100, г. Вязьма, ул. Полины Осипенко, около д. 25 (торговый павильон), до 15 %.",,,,,,,,,,,,,,,,,,
,,,,,"1194/54 -215100, г. Вязьма, ул. Комсомольская, д. 9 (автомагазин), до 15 %.",,,,,,,,,,,,,,,,,,
,,,,,"1194/55 -215100, Вяземский район, п. Семлева (автомагазин), до 15 %.",,,,,,,,,,,,,,,,,,
,,,,,"1194/56 -215100, Вяземский район, п. Туманово (автомагазин), до 15 %.",,,,,,,,,,,,,,,,,,
,,,,,"1194/57 -215110, г. Вязьма, проезд 25 Октября, 10 (магазин), без ограничений.",,,,,,,,,,,,,,,,,,
104,"ООО ""Восточный рай""",6722026351,1116722000614,"215158, Смоленская область, Вяземский район, с. Андрейково","215158, Смоленская область, Вяземский район, с. Андрейково, автодорога Москва-беларусь (кафе), без ограничений",№ 2090              Г 301901,29 декабря 2011,до 29 декабря 2012,,,,,,,,,,,,,,,
105,"ОАО "" Вяземский машиностроительный завод""",6722003019,1026700856412,"215100, Смоленская область, г. Вязьма, ул. 25-го Октября, д. 37","14.12.2007 г.
1593/1-215100, г. Вязьма, ул. 25-го Октября, д. 32,(магазин №4 ""Горячий хлеб"")",№ 1593                Г 679608,14 декабря 2007,по 14 декабря 2012,,,,,,,,,,,,,,,
,,,,,"14.12.2007 г.
1593/2-215100, г. Вязьма, ул. Ленина, на территории льнокомбината, д. 56 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"14.12.2007 г.
1593/3-215100, г. Вязьма, ул. Московская, д. 30-а (магазин №7 ""Машзаводской""), без ограничения",,,,,,,,,,,,,,,,,,
,,,,,"14.12.2007 г.
1593/4- 215100,г.Вязьма, ул. 25-го Октября, д. 29 (магазин №22 ""Машзаводской""), без ограничения",,,,,,,,,,,,,,,,,,
,,,,,"14.12.2007 г.
1593/5- 215100, г. Вязьма, ул. Красноармейское шоссе, д. 1 (магазин №13 ""Радуга""), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"14.12.2007 г.
1593/6-215100, г. Вязьма, ул.Воинов Интернационалистов, д. 5 (магазин №5 ""Машзаводской""), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"14.12.2007 г.
1593/7- 215100, г. Вязьма, ул. 25-го Октября, у д. 15 (магазин №6 ""Машзаводской""), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"29.04.2008 г.
1593/8- 215100, г. Вязьма, ул. Комсомольская, д. 29-а, остановка ЦРБ (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"14.08.2008 г.                                                         1593/9 - 215100, г. Вязьма, ул. Ленина, д. 68-а (магазин № 2), без ограничений",,,,,,,,,,,,,,,,,,
106,"ООО ""Меркурий ВМЗ""",6722026898,1116722001670,"215111, Смоленская область, г. Вязьма, ул. 25 Октября, д. 37","215109, Смоленская область, г. Вязьма, ул. Ленина, д. 68-а (магазин №2), без тограничений",№ 2099                        Б 004835,30 января 2012,до 30 января 2017,,,,,,,,,,,,,,,
,,,,,"215109, Смоленская область, г. Вязьма, ул. Воинов-Интернационалистов, у д. № 5 (магазин №5), без тограничений",,,,,,,,,,,,,,,,,,
,,,,,"215111, Смоленская область, г. Вязьма, ул. 25 Октября,у д. № 15 (магазин № 6), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215109, Смоленская область, г. Вязьма, ул. Красноармейское шоссе, д. 1 ( (магазин №13), без тограничений",,,,,,,,,,,,,,,,,,
,,,,,"215111, Смоленская область, г. Вязьма, ул. 25 Октября, д. 29 (универсам), без ограничений",,,,,,,,,,,,,,,,,,
