"СВЕДЕНИЯ ИЗ РЕЕСТРА ДЕЙСТВУЮЩИХ ЛИЦЕНЗИЙ на розничную продажу алкогольной продукции от 3 июля 2012 г., необходимые для регистрации личных кабинетов организациями, осуществляющими розничную продажу алкогольной продукции в региональной системе приема деклараций.",,,,,,,
,,,,,,,
,Березовка,,,,,,
,Предприятие :,ООО,"""Полина""",Руководитель,Барсегян Рафаел Амбарцумович,,
,"302000,  Орловская область, г. Орел, ул. Комсомольская, д. 265",Телефон:,77-91-78,Зав,ИНН,5752050511,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,65,12/15/2011,12/15/2014,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Вернисаж""","Орловская область, г. Орел, ул. Комсомольская, д. 265, лит. А, А1",,,,,
,Страница,64,,,,,
,,,,,,,
,Предприятие :,ООО,"""Надежда""",Руководитель,Мякишева Надежда Павловна,,
,"Россия, 302521, Орловская обл., Орловский р-н, село Лаврово, ул. 8 Марта, д. 2",Телефон:,44-14-04,Орло,ИНН,5720018794,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,169,12/16/2011,12/16/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Дом, сад, огород""","Орловская область, Орловский район, Лавровское с/п, с. Лаврово, ",,,,,
,"ул. 8 Марта, д. 2, литер А",,,,,,
,Предприятие :,ООО,"""Русский Центр Недвижимости""",Руководитель,Бутузов Александр Игоревич,,
,"302001, РФ, Орловская область, г. Орёл, ул. Карачевская, д. 41, оф. 8",Телефон:,48-24-04,Зав,ИНН,5753019419,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,171,12/16/2011,6/7/2012,6/7/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Жасмин""","Орловская область, г. Орёл, ул. Карачевская, д. 41, лит. А1, А4, А6,",,,,,
, пом. 8,,,,,,
,Предприятие :,ООО,"""Любушка""",Руководитель,Аникутина Любовь Фёдоровна,,
,"РФ, 302029, Орловская область, Орловский район, город Орёл, пер. Межевой, д.",Телефон:,Сев,ИНН,5754009798,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,172,12/19/2011,12/19/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Любушка""","г. Орёл, пер. Межевой, д. 15, Лит. А, пом. 254",,,,,
,Предприятие :,",",Кромское райпо,Руководитель,Висягина Елена Алексеевна,,
,"РФ, Орловская область, Кромской район, пгт. Кромы, пл. Освобождения, д.1",Телефон:,  2-01-48,Кром,ИНН,5714001200,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,173,12/21/2011,10/24/2012,Кол-во объектов,29,
,Наименование объекта,Адрес объекта,,,,,
,"Столовая ""Русский квас""","Орловская область, Кромской район, пгт Кромы, ул.25 Октября, д.2",,,,,
,"Закусочная ""Круглые сутки""","Орловская область, Кромской район, пгт Кромы, ул.К.Маркса, д.33",,,,,
,Магазин №22,"Орловская область, Кромской район, д.Пушкарная",,,,,
,Магазин №41,"Орловская область, Кромской район, д.Рассыльная",,,,,
,Магазин №47,"Орловская область, Кромской район, Стрелецкий с/с, ",,,,,
,д.Черкасская,,,,,,
,Магазин №17,"Орловская область, Кромской район, пгт Кромы, ул.25 Октября, ",,,,,
,д.49,,,,,,
,"Закусочная ""Бистро""","Орловская область, Кромской район, д.Котовка",,,,,
,"закусочная ""У трех карасей""","Орловская область, Кромской район, д. Пушкарная",,,,,
,магазин №9,"Орловская область, Кромской район, д. большая Колчева",,,,,
,"магазин ""Горячий хлеб""","Орловская область, кромской район, пгт Кромы, ул. Советская, д. ",,,,,
,5,,,,,,
,Магазин №43,"Орловская область, Кромской район, д.Алексеевка",,,,,
,Магазин №5,"Орловская область, Кромской район, д.Кромской Мост",,,,,
,магазин № 14,"Орловская область, Кромской район, д. Макеево",,,,,
,Магазин №50,"Орловская область, Кромской район, Гостомльский с/с, ",,,,,
,д.Гостомль,,,,,,
,Магазин №26,"Орловская область, Кромской район, д. Ново-Федотово",,,,,
,магазин №18,"Орловская область, Кромской район, с.Красниково",,,,,
,Магазин №55,"Орловская область, Кромской район, с.Бельдяжки",,,,,
,Магазин №56,"Орловская область, Кромской район, Кутафинский с/с, ",,,,,
,с.Кутафино,,,,,,
,Магазин №59,"Орловская область, Кромской район, д.Лешня",,,,,
,Магазин №36,"Орловская область, Кромской район, д.Моховое",,,,,
,магазин №40,"Орловская область, Кромской районн, пос. Ново-Ивановский",,,,,
,Магазин №42,"Орловская область, Кромской район, Гуторовский с/с,  д.Арбузово",,,,,
,Магазин №4,"Орловская область, Кромской район, д.Котовка",,,,,
,Магазин №31,"Орловская область, Кромской район, с.Апальково",,,,,
,Магазин №34,"Орловская область, Кромской район, с.Шахово",,,,,
,Магазин №61,"Орловская область, Кромской район, п.Успенский",,,,,
,Магазин №1,"Орловская область, Кромской район, с.Короськово",,,,,
,Магазин №2,"Орловская область, Кромской район, д.Семенково",,,,,
,Магазин №33,"Орловская область, Кромской район, Кривчиковский с/с, ",,,,,
,с.Кривчиково,,,,,,
,Страница,65,,,,,
,,,,,,,
,Предприятие :,ООО,"""Тракт""",Руководитель,Митюрев Виктор Серафимович,,
,"РФ, 303830, Орловская область, Ливенский район, пос. Дубки, ул. Фрунзе, д. ",Телефон:,  7-02-24,Ливе,ИНН,5715005327,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,178,12/28/2011,1/22/2014,Кол-во объектов,3,
,Наименование объекта,Адрес объекта,,,,,
,"Кафе ""Русь""","Орловская область, г. Ливны, ул. Фрунзе, д. 165",,,,,
,"магазин ""Маяк""","Орловская область, Ливенский район, пос. Ямской Выгон, ул. ",,,,,
,"Молодёжная, д. 3 а, Литера А, под А",,,,,,
,"Магазин ""Русь""","Орловская область, Ливенский район, пос. Дубки, ул. Фрунзе, д. ",,,,,
,165-а,,,,,,
,Предприятие :,ООО,"""Всё для всех""",Руководитель,Химутин Иван Николаевич,,
,"303900, Орловская область, Урицкий район, пгт Нарышкино, ул. Ленина, д.2а/1",Телефон:,Уриц,ИНН,5725003745,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,181,12/29/2011,7/21/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Закусочная ""Все для всех""","Орловская область, Урицкий район, пгт Нарышкино, ул. Ленина, д. ",,,,,
,2а/1,,,,,,
,Предприятие :,ООО,"""СПАРТА""",Руководитель,Бутяева Наталия Анатольевна,,
,"303720, РФ, Орловскя область, Верховский район, пгт Верховье, ул. Тургенева,",Телефон:,  2-47-77,Верх,ИНН,5705003835,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,182,12/29/2011,12/29/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Кафе ""СПАРТА""","Орловскя область, Верховский район, пгт Верховье, ул. ",,,,,
,"Тургенева, д. 7, пом. 1",,,,,,
,Предприятие :,ООО,"""Чудо Пир""",Руководитель,Авдеев Сергей Сергеевич,,
,"3020208, Российская Федерация, г. Орёл, ул. Максима Горького, д. 37",Телефон:,47-54-49,Сев,ИНН,5752049562,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,180,12/29/2011,12/25/2014,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Бар ""Бальзамик""","Орловская область, г. Орёл, ул. Максима Горького, д. 37",,,,,
,Предприятие :,ООО,"""Ледяной мир""",Руководитель,Платонов Константин Геннадьевич,,
,"302010, Россия, г. Орёл, ул. Автогрейдерная, д. 2",Телефон:,78-47-00,Зав,ИНН,5752052460,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,3,1/20/2012,1/20/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Наш магазин""","Орловская область, г. Орёл, ул. Весёлая, д. 24, лит. А, А2, пом. 57",,,,,
,Предприятие :,",",Райпо,Руководитель,Растегаева Лидия Афанасьевна,,
,"Орловская область, Корсаковский район, с. Корсаково, ул. Советская, д. 22",Телефон:,  2-12-81,Корс,ИНН,5712000271,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,4,1/24/2012,12/19/2015,Кол-во объектов,4,
,Наименование объекта,Адрес объекта,,,,,
,магазин,"Орловская обл., Корсаковский р-н, п. Хохловка, д. 31",,,,,
,магазин,"Орловская обл.,Корсаковский р-н, д.Новомалиново",,,,,
,магазин,"Орловская обл., Корсаковский р-н, д.Парамоново, д. 32",,,,,
,магазин,"Орловская обл., Корсаковский р-н, д.Нечаево",,,,,
,Предприятие :,ООО,"""Феникс""",Руководитель,Барабашова Татьяна Николаевна,,
,"303200, Орловская область, Кромской район, пгт Кромы, пер. Сидельникова, ",Телефон:,Кром,ИНН,5714005356,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,6,1/26/2012,1/26/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Тандем""","303200, Орловская область, Кромской район, пгт Кромы, ул. 30 ",,,,,
,"лет Победы, д. 46",,,,,,
,Страница,66,,,,,
,,,,,,,
,Предприятие :,ООО,"""Мультифарм""",Руководитель,Голенкова Инга Витальевна,,
,"302025, г. Орёл, Московское шоссе, д. 137",Телефон:,73-43-43,Сев,ИНН,5753028558,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,8,1/27/2012,11/28/2013,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Зефир""","Орловская область, г. Орел, ул. Новосильская, д. 6, пом. 67",,,,,
,"бар ""Де Люкс""","г. Орёл, ул. Сурена Шаумяна, д. 37, лит. А, А1, А2, А3, пом. 5",,,,,
,Предприятие :,ОАО,"""ЖТК""",Руководитель,Легостаев Игорь Викторович,,
,"Россия, 107228, г. Москва, ул. Новорязанская, д.12",Телефон:,266-57-47,Моск,ИНН,7708639622,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,9,2/2/2012,2/1/2013,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,"Кафе ""Тайна""","Орловская область, г. Орел, ул. Привокзальная, д.6",,,,,
,Магазин № 17,"Орловская область, г. Орел, ул. Привокзальная, д.4",,,,,
,Предприятие :,ООО,"""Опора""",Руководитель,Архипов Владимир Николаевич,,
,"302010, г. Орёл, ул. Автовокзальная,  д.77а",Телефон:,72-31-73,Зав,ИНН,5752010406,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,11,2/3/2012,2/3/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Опора""","Орловская область, г.Орёл, ул.Автовокзальная, д.77 ""а""",,,,,
,Предприятие :,",","КПОО ""Кафе""",Руководитель,Ануприенко Максим Валерьевич,,
,"302021, Орловская область, г. Орёл, пл. Ленина, д. 1",Телефон:,41-84-20,Сов,ИНН,5701000600,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,10,2/3/2012,4/20/2012,4/20/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,кафе,"г.Орёл, пл. Ленина, д.1",,,,,
,Предприятие :,",","Верховское ПО ""Возрождение""",Руководитель,Майорова Антонина Федосеевна,,
,"303720, Орловская область, Верховский район, пгт Верховье, ул. Советская, ",Телефон:,  2-31-42,Верх,ИНН,5705003070,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,12,2/7/2012,12/6/2016,Кол-во объектов,15,
,Наименование объекта,Адрес объекта,,,,,
,"Магазин """"Карповка""","Орловская область, Верховский район, Галичинский с/с, д. ",,,,,
,"Карповка, ул. 7 Ноября, д. 19",,,,,,
,"Магазин ""Корсунь""","Орловская область, Верховский район, с. Корсунь",,,,,
,"Кафе ""Молодежное""","Орловская область, Верховский район, пгт Верховье, ул. ",,,,,
,"Бондаренко, д.21",,,,,,
,"Закусочная ""Пельменная""","Орловская область, Верховский район, пгт Верховье,  ул. ",,,,,
,"Советская, д.60",,,,,,
,Закусочная №1,"Орловская область, Верховский район, пгт Верховье, ул. ",,,,,
,"Бондаренко, д.4",,,,,,
,"Магазин ""Вечерний""","Орловская область, Верховский район, пгт Верховье, ул. ",,,,,
,"Бондаренко, д.4",,,,,,
,"Магазин ""Наташа""","Орловская область, Верховский район, с. Русский Брод, ул. ",,,,,
,"Кооперативная, д.153а",,,,,,
,"Магазин ""Рассвет""","Орловская область, Верховский район, с. Русский Брод, ул. ",,,,,
,"Гагарина, д.38",,,,,,
,"Магазин ""Рынок""","Орловская область, Верховский район, с. Русский Брод, ул. ",,,,,
,"Кооперативная, д.26",,,,,,
,"Магазин ""Кафетерий""","Орловская область, Верховский район, с. Русский Брод, ул. ",,,,,
,"Кооперативная, д.39",,,,,,
,"Магазин "" Песочное""","Орловская область, Верховский район, с. Песочное",,,,,
,"Магазин ""Туровка""","Орловская область, Верховский район,  Туровский с/с, д.Туровка, ",,,,,
,"ул. Победы, д. 3",,,,,,
,"Магазин ""Каменка""","Орловская область, Верховский район,  Туровский с/с, с. Каменка",,,,,
,"Магазин ""Верхняя Залегощь""","Орловская область, Верховский район, с. Верхняя Залегощь",,,,,
,"Магазин ""Нижний Жерновец""","Орловская область, Верховский район, д. Капитановка",,,,,
,Страница,67,,,,,
,,,,,,,
,Предприятие :,ООО,"""Магний""",Руководитель,Булаткин Дмитрий Николаевич,,
,"302530, Орловская область, Орловский район, д. Жилина, д. 3, пом. 88",Телефон:,Орло,ИНН,5720018988,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,13,2/15/2012,2/15/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Магний""","Орловская область, Орловский район, д. Жилина, д. 3, пом. 88",,,,,
,Предприятие :,ООО,"""Мария""",Руководитель,Вялкин Дмитрий Андреевич,,
,"302043, Орловская область, г. Орёл, ул. Автовокзальная, д. 75б",Телефон:,Орел,ИНН,5752056288,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,15,2/27/2012,2/27/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Еда""","Орловская область, г. Орёл, ул. Комсомольская, д. 310, корп. 1, ",,,,,
,пом. 262,,,,,,
,Предприятие :,ООО,"""Виктория""",Руководитель,Машков Александр Гергиевич,,
,"302025, Россия, г. Орёл, Московское шоссе, д. 171, пом. 223",Телефон:,33-77-96,Сев,ИНН,5722111527,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,16,3/2/2012,3/2/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""Виктория""","Орловская область, г. Орёл, Московское шоссе, д.171, лит. А, пом.",,,,,
,236,,,,,,
,Предприятие :,ООО,"""Позитив""",Руководитель,Кашина Ольга Алексеевна,,
,"303340, Россия, Орловская область, Глазуновский район, пгт Глазуновка, ул. ",Телефон:,Глаз,ИНН,5706005384,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,17,3/2/2012,3/2/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Позитив""","Орловская область, Глазуновский район, пгт Глазуновка, ул. ",,,,,
,"Советская, д. 21 а",,,,,,
,Предприятие :,ООО,"""Пилот""",Руководитель,Шинявский Олег Васильевич,,
,"Орловская область, Орловский район, с. Звягинки, ул. Молодежная, д. 52а",Телефон:,Орло,ИНН,5720019156,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,18,3/5/2012,3/5/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Домашний""","Орловская область, Орловский район, с/п Образцовское, с. ",,,,,
,"Звягинки, ул. Молодежная, д. 52а, лит. А, а",,,,,,
,Предприятие :,ООО,"""Вираж""",Руководитель,Амелина Екатерина Викентьевна,,
,"302025, г. Орёл, Московское шоссе, д. 137, корп. 1",Телефон:,74-03-03,Жел,ИНН,5751030760,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,19,3/7/2012,6/30/2014,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Вираж""","Орловская область, г. Орёл, ул. Кромская, д.12",,,,,
,Предприятие :,ООО,"""Отражение""",Руководитель,Васильков Игорь Васильевич,,
,"303900, Орловская область, Урицкий район, пгт Нарышкино, пер. ",Телефон:,Уриц,ИНН,5725003858,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,20,3/14/2012,3/14/2017,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Отражение""","Орловская область, Урицкий район, пгт нарышкино, пер. ",,,,,
,"Промышленный, д. 20, лит. В",,,,,,
,Предприятие :,ООО,"""57 регион""",Руководитель,Капралов Анатолий Иванович,,
,"303850, РФ, Орловская область, г. Ливны, ул. Чкалова, д. 3 А",Телефон:,ЛивГ,ИНН,5702010111,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,21,3/16/2012,3/16/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""57 регион""","Орловская область, г. Ливны, ул. Чкалова, д. 3 А, лит. А, А1, под. А1",,,,,
,Страница,68,,,,,
,,,,,,,
,Предприятие :,ООО,"""Парус""",Руководитель,Попов Андрей Валерьевич,,
,"302025, г. Орёл, Московское шоссе, д. 137, корпус 5, пом. 158 (157)",Телефон:,Сев,ИНН,5754009220,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,23,3/23/2012,5/16/2012,5/16/2013,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""Винная лавка""","Орловская область, г. Орёл, ул. Рощинская, д. 41, пом. 1",,,,,
,"Магазин ""Винная лавка""","Орловская область, г. Орёл, ул. Октябрьская, д. 28, пом. 2, лит. А",,,,,
,Предприятие :,",",Беломестненское ПО,Руководитель,Пентюхов Андрей Иванович,,
,"303850, Орловская область, г.Ливны, ул. Дружбы Народов, 122",Телефон:,  2-15-09,Ливе,ИНН,5702009797,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,22,3/27/2012,1/23/2013,Кол-во объектов,24,
,Наименование объекта,Адрес объекта,,,,,
,"магазин №6 ""ТПС""","Орловская область, Ливенский район, д.Росстани, микрорайон ",,,,,
,"Совхозный, д.9",,,,,,
,"магазин №36 ""ТПС""","Орловская область, Ливенский район, Навесненское с/п, с.Вязовая",,,,,
," Дубрава, ул.Центральная, д.1",,,,,,
,"магазин №23 ""ТПС""","Орловская область, Ливенский район, Казанское с/п, с.Свободная ",,,,,
,"Дубрава, ул.Центральная, д.18",,,,,,
,"магазин №25 ""ТПС""","Орловская область, Ливенский район, с.Троицкое, ул.Садовая, д.2",,,,,
,"магазин №26 ""ТПС""","Орловская область, Ливенский район, с.Сергиевское, ",,,,,
,"ул.Пентюхова, д.5",,,,,,
,"магазин №29 ""ТПС""","Орловская область, Ливенский район, пос.Ямской, ул.Дорохова, ",,,,,
,д.11,,,,,,
,магазин,"Орловская область, Ливенский район, пос. Набережный, д. 32",,,,,
,"магазин №20 ""ТПС""","Орловская область, Ливенский район, Казанское с/п, с.Казанское, ",,,,,
,"ул.М.Горького, д.20",,,,,,
,"магазин №11 ""ТПС""","Орловская область, Ливенский район, с.Введенское, ",,,,,
,"пл.Дзержинского, д.1",,,,,,
,"магазин №30 ""ТПС""","Орловская область, Ливенский район, с.Жерино, ул.Воронежская, ",,,,,
,д.54,,,,,,
,"магазин №39 ""ТПС""","Орловская область, Ливенский район, с.Круглое, ул.Центральная, ",,,,,
,д.23,,,,,,
,"магазин №41 ""ТПС""","Орловская область, Ливенский район, д.Петровка, ",,,,,
,"ул.Старопетровская, д.1",,,,,,
,"магазин №53 ""ТПС""","Орловская область, Ливенский район, Сосновский с/с, д.Важжова, ",,,,,
,"ул.Центральная, д.4",,,,,,
,"магазин №55 ""ТПС""","Орловская область, Ливенский район, Сосновское с/п, с.Вязовик, ",,,,,
,"ул.Новая, д.18",,,,,,
,"магазин ""ТПС-Вечерний""","Орловская область, Ливенский район, с.Бараново, ул.Войнова, д.59",,,,,
,"магазин № 9 ""ТПС""","Орловская область, Ливенский район, Вахновское с/п, д.Редькино, ",,,,,
,"ул.Центральная, д.13",,,,,,
,"магазин №32 ""ТПС""","Орловская область, Ливенский район, Навесненское с/п, ",,,,,
,"с.Навесное, ул.Центральная, д.35",,,,,,
,"магазин №18 ""ТПС""","Орловская область, Ливенский район, с.Екатериновка, ",,,,,
,"ул.Центральная, д.1",,,,,,
,"магазин №7 ""ТПС""","Орловская область, Ливенский район, д.Вахново, ул.Центральная, ",,,,,
,д.45,,,,,,
,"магазин №16 ""ТПС""","Орловская область, Ливенский район, с.Никольское, ",,,,,
,"ул.Центральная, д.26",,,,,,
,"магазин №15 ""ТПС""","Орловская область, Ливенский район, д.Дубровка, ",,,,,
,"ул.Центральная, д.7",,,,,,
,"магазин №10 ""ТПС""","Орловская область, Ливенский район, с.Бараново, ул.Войнова, д.59",,,,,
,"магазин №13 ""ТПС""","Орловская область, Ливенский район, с.Ревякино, ул.Колхозная, ",,,,,
,д.4,,,,,,
,"магазин №14 ""ТПС""","Орловская область, Ливенский район, с.Коротыш, ул.Заводская, ",,,,,
,д.1а,,,,,,
,Предприятие :,ООО,"""Ресторан-Евразия""",Руководитель,Фандеев Александр Анатольевич,,
,"302028, г. Орёл, ул. Ленина, д. 39 а",Телефон:,76-05-51,Сов,ИНН,5753048410,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,25,3/28/2012,4/6/2014,Кол-во объектов,3,
,Наименование объекта,Адрес объекта,,,,,
,"Суши-бар ""Япония""","Орловская область, г. Орел, ул. Московская, д. 43, пом. 1",,,,,
,"Суши-бар ""Япония""","Орловская область, г. Орёл, ул. Комсомольская, д. 64/2",,,,,
,Страница,69,,,,,
,,,,,,,
,"Суши-бар ""Япония""","Орловская область, г.Орел, ул.Ленина, д.39а",,,,,
,Предприятие :,ООО,"""САКУРА""",Руководитель,Володько Ирина Ивановна,,
,"РФ, 302025, г. Орёл, Московское шоссе, д. 137",Телефон:,44-22-82,Сев,ИНН,5754020791,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,28,3/28/2012,3/28/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""САКУРА""","Орловская область, г. Орёл, ул. Комсомольская, д. 242",,,,,
,Предприятие :,ООО,"""Командор""",Руководитель,Берникова Наталья Юрьевна,,
,"302005, РФ, Орловская область, г. Орёл, ул. Васильевская, д. 138, пом. 101",Телефон:,74-11-47,Зав,ИНН,5752055929,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,29,4/5/2012,4/5/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Кофейня ""Кофе Рум""","Орловская область, г. Орёл, ул. Максима Горького, д. 45, пом. 16-25",,,,,
,Предприятие :,ООО,"""Позитив""",Руководитель,Глазков Олег Владимирович,,
," г. Орел, ул. Часовая, д. 47",Телефон:,73-23-38,Сов,ИНН,5753043436,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,30,4/9/2012,2/18/2013,Кол-во объектов,6,
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""Кукуруза""","Орловская область, г. Орел, бульвар Молодежи, д. 6, лит А2, пом. ",,,,,
,215,,,,,,
,"Магазин ""Смак""","Орловская область, г. Орел, ул. Планерная, 52, пом.260",,,,,
,"Павильон ""Смак""","Орловская область, г.Орел, ул.Комсомольская, д.274б",,,,,
,"Магазин ""Смак""","Орловская область, г. Орёл, ул. Алроса, д. 7, лит. А1, пом. 299, ",,,,,
,"300, 301",,,,,,
,"Магазин ""Смак""","Орловская область, г.Орел, шоссе Московское, д.145а",,,,,
,"Магазин ""Смак""","Орловская область, г.Орел, ул. Часовая, д.47, пом.1",,,,,
,Предприятие :,ООО,"""Фаворит +""",Руководитель,Журавлева Оксана Викторовна,,
,"303911, РФ, Орловская область, Урицкий район, пос. Гагаринский",Телефон:,Уриц,ИНН,5725004481,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,31,4/9/2012,12/22/2012,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская область, Урицкий район, пос. Гагаринский",,,,,
,магазин,"Орловская область, Хотынецкий район, с. Богородицкое, ул. ",,,,,
,"Молодёжная, д. 13",,,,,,
,Предприятие :,ООО,"""КОПЕЙКА-ВОРОНЕЖ""",Руководитель,Михайлов Иван Александрович,,
,"394026, Россия, Воронежская область, г. Воронеж, Московский проспект, д.11",Телефон:,Воро,ИНН,3665052893,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,33,4/23/2012,4/23/2017,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,Универсам,"Орловская область, г. Ливны, ул. Гайдара, д 2а",,,,,
,Универсам,"Орловская область, г. Орел, ул. Металлургов, д.10, пом.1",,,,,
,Предприятие :,ООО,"""Корвет""",Руководитель,Алферова Галина Ивановна,,
,"302028, РФ, г. Орел, ул. Сурена Шаумяна, д. 3, пом.37",Телефон:,76-12-93,Сов,ИНН,5753038919,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,34,4/23/2012,6/30/2012,6/30/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Корвет""","Орловская область,г.Орел,ул.Сурена Шаумяна,д.3, лит. А, пом.37",,,,,
,Предприятие :,ООО,"""Нерусса""",Руководитель,Слизовский Виктор Владимирович,,
,"303240, Орловская область, Дмитровский район, г. Дмитровск, ул. Советская, ",Телефон:,  2-13-38,Дмит,ИНН,5707004182,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,36,4/25/2012,4/25/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Нерусса""","Орловская область, Дмитровский район, г. Дмитровск, ул. ",,,,,
,"Советская, д. 111",,,,,,
,Страница,70,,,,,
,,,,,,,
,Предприятие :,ООО,"""Пи-полЛ""",Руководитель,Рязанова Наталья Анатольевна,,
,"302010, Российская Федерация, Орловская область, г. Орёл, ул. Ленина, д. 30",Телефон:,Орел,ИНН,5753056241,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,35,4/25/2012,4/25/2014,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"Кафе ""Классик""","г. Орёл, ул. Ленина, д. 30",,,,,
,Предприятие :,ООО,"""Околица""",Руководитель,Демина Светлана Вячеславовна,,
,"303031, Россия, Орловская область, г. Мценск, ул. Машиностроителей, д. 3 а",Телефон:,  3-20-94,Мцен,ИНН,5717002890,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,37,4/27/2012,3/18/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Околица""","Орловская область, г. Мценск, ул. Машиностроителей, д. 3а",,,,,
,Предприятие :,ООО,"""Реал Продукт""",Руководитель,Дмитриев Александр Иванович,,
,"Орловская область, Орловский район, пгт Знаменка, ул. Ленина, д. 4а",Телефон:,Орло,ИНН,5720018064,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,38,4/28/2012,3/1/2017,Кол-во объектов,17,
