"Реестр действующих, приостановленных лицензий на 01.10.2012",,,,,,,,,,,,
вид деятельности: розничная продажа алкогольной продукции,,,,,,,,,,,,
,,,,,,,,,,,,
,Название/ФИО,Адрес,ИНН,ОГРН,Дата регистрации,Номер бланка,Рег. номер,Дата выдачи,Срок действия,Орган выдавший лицензию,Действующая приостановка,Объекты
,,,,,,,,,,,,"магазин - Сухиничский район, с. Охотное д.46а"
,,,,,,,,,,,,"магазин - Сухиничский район, д. Алнеры д.8"
,,,,,,,,,,,,"магазин - Сухиничский район, с. Брынь д.94а"
,,,,,,,,,,,,"столовая ""Отдых"" - Сухиничский район, г. Сухиничи, ул. Кирюхина д.6"
,,,,,,,,,,,,"магазин - Сухиничский район, с. Шлиппово д.12"
,,,,,,,,,,,,"магазин - Сухиничский район, д. Костино д.32а"
,,,,,,,,,,,,"магазин - Сухиничский район, д. Радождево д.74а"
,,,,,,,,,,,,"магазин - Сухиничский район, с. Хотень д.70"
,,,,,,,,,,,,"магазин - Сухиничский район, д. Соболевка д.12"
,,,,,,,,,,,,"магазин - Сухиничский район, д. Ермолово д.18"
,,,,,,,,,,,,"магазин - Сухиничский район, д. Глазково д.51"
,,,,,,,,,,,,"магазин - Сухиничский район, д. Глазово д.51а"
,,,,,,,,,,,,"магазин - Сухиничский район, д. Верховая д.2"
,,,,,,,,,,,,"магазин - Сухиничский район, д. Татаринцы, ул. Речная д.17"
,,,,,,,,,,,,"магазин - Сухиничский район, с. Фролово д.4"
,,,,,,,,,,,,"магазин - Сухиничский район, д. Юрьево д.61"
,,,,,,,,,,,,"магазин - Сухиничский район, с. Попково д.36а"
,,,,,,,,,,,,"магазин - Сухиничский район, с. Уруга д.3"
42,Кировское районное потребительское общество,"Кировский район, г. Киров, пер. Воровского д.5",4023000029,1024000896600,23.10.2002,М001746,46,15.02.2012,16.02.2012 - 26.11.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин №1 - Кировский район, д. Большие Савки"
,,,,,,,,,,,,"магазин №5 - Кировский район, д. Малая Песочня"
,,,,,,,,,,,,"магазин №4 - Кировский район, д. Большие Желтоухи"
,,,,,,,,,,,,"магазин №23 - Кировский район, д. Анновка"
,,,,,,,,,,,,"магазин №25 - Кировский район, д. Тягаево"
,,,,,,,,,,,,"магазин №13 - Кировский район, с. Дуброво"
,,,,,,,,,,,,"магазин №15 - Кировский район, д. Якимово"
,,,,,,,,,,,,"магазин №11 - Кировский район, д. Выползово"
,,,,,,,,,,,,"магазин №19 - Кировский район, д. Буда"
,,,,,,,,,,,,"магазин №34 - Кировский район, д. Гавриловка"
,,,,,,,,,,,,"столовая ""Салют"" - Кировский район, г. Киров, пер. Базарный д.12"
,,,,,,,,,,,,"магазин №22 - Кировский район, д. Верхняя Песочня"
43,"Общество с ограниченной ответственностью ""СВИС""","г. Калуга, пл. Театральная д.2",4027019084,1024001185592,04.11.2002,М000625,310,03.12.2008,04.12.2008 - 16.11.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - г. Калуга, пл. Победы д.10"
,,,,,,,,,,,,"кафе ""У фонтана"" - г. Калуга, пл. Театральная д.2"
44,"Общество с ограниченной ответственностью ""ЛОН""","Бабынинский район, п. Воротынск, ул. Школьная д.7 кв.51",4001005009,1024000515406,19.11.2002,М000633,318,03.12.2008,04.12.2008 - 03.12.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Бабынинский район, п. Воротынск, ул. Школьная,  (район магазина №5)"
45,"Общество с ограниченной ответственностью ""Бансай""","Малоярославецкий район, г. Малоярославец, ул. Кирова д.2",4011012238,1024000690834,21.11.2002,М000794,97,22.04.2009,23.04.2009 - 22.04.2014,Министерство конкурентной политики и тарифов Калужской области,с 13.09.2012 по 12.03.2013,"бар - Малоярославецкий район, г. Малоярославец, ул. Кирова д.2"
46,"Открытое акционерное общество ""Калуганефтепродукт""","г. Калуга, ул. Грабцевское шоссе, нефтебаза",4029001011,1024001425645,25.11.2002,М001346,121,08.06.2011,09.06.2011 - 14.06.2016,Министерство конкурентной политики и тарифов Калужской области,с 09.08.2012 по 08.02.2013,"магазин - Медынский район, г. Медынь, ул. Буровикова д.24, АЗС №66"
,,,,,,,,,,,,"магазин - г. Обнинск, шоссе Киевское, 104 км, АЗС №2"
,,,,,,,,,,,,"магазин - г. Обнинск, шоссе Киевское, 104 км, АЗС №3"
,,,,,,,,,,,,"магазин - Дзержинский район, п. Полотняный Завод, южная часть поселка, АЗС №5"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Киевка д.2-а, АЗС №7"
,,,,,,,,,,,,"магазин - Юхновский район, г. Юхнов, ул. Транзитная д.14, АЗС №14"
,,,,,,,,,,,,"магазин - Бабынинский район, а/д Украина, 204 км, АЗС №21"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Ромодановская, АЗС №23"
,,,,,,,,,,,,"магазин - Жиздринский район, а/д Москва-Севск, близ д. Мурачевка, АЗС №25"
,,,,,,,,,,,,"магазин - Кировский район, г. Киров, ул. Калинина д.2, АЗС №30"
,,,,,,,,,,,,"магазин - Думиничский район, а/д Украина, 281 км, АЗС №60"
,,,,,,,,,,,,"магазин - г. Калуга, д. Анненки, АЗС №72"
,,,,,,,,,,,,"магазин - Боровский район, г. Балабаново, 96 км , а/д Украина, АЗС №78"
,,,,,,,,,,,,"магазин - Людиновский район, г. Людиново, ул. Плеханова д.2а, АЗС №10"
,,,,,,,,,,,,"магазин - г. Калуга, с. Сосновый Бор д.11, АЗС №22"
,,,,,,,,,,,,"магазин - Куйбышевский район, д. Кузьминичи, АЗС №19"
,,,,,,,,,,,,"магазин - Тарусский район, г. Таруса, шоссе Серпуховское д.71, АЗС №8"
,,,,,,,,,,,,"магазин - Боровский район, г. Боровск, ул. Коммунистическая, АЗС №1"
