"Реестр действующих, приостановленных лицензий на 01.10.2012",,,,,,,,,,,,
вид деятельности: розничная продажа алкогольной продукции,,,,,,,,,,,,
,,,,,,,,,,,,
,Название/ФИО,Адрес,ИНН,ОГРН,Дата регистрации,Номер бланка,Рег. номер,Дата выдачи,Срок действия,Орган выдавший лицензию,Действующая приостановка,Объекты
,,,,,,,,,,,,"магазин ""Малисс-3"" - Жиздринский район, ст. Судимир, ул. Центральная д.34"
,,,,,,,,,,,,"магазин ""Малисс-4"" - Жиздринский район, д. Младенск, ул. Центральная д.21"
433,"Общество с ограниченной ответственностью ""Дон""","г. Калуга, ул. Ф.Энгельса д.151",4027074254,1064027053342,18.12.2006,М001682,428,21.12.2011,28.12.2011 - 27.12.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Ф.Энгельса д.151"
434,"Общество с ограниченной ответственностью ""Эдуард""","Дзержинский район, д. Адамовское, ул. Полевая д.81а",4004402540,1064004024369,18.12.2006,М001665,412,14.12.2011,28.12.2011 - 27.12.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, д. Адамовское, ул. Полевая д.81а"
435,"Общество с ограниченной ответственностью ""ОПОРА""","Дзержинский район, д. Жилетово д.29",4004402526,1064004024314,19.12.2006,М001669,416,14.12.2011,28.12.2011 - 27.12.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, д. Жилетово д.29"
436,"Общество с ограниченной ответственностью ""УДАЧА""","Тарусский район, г. Таруса, ул. Ленина д.51",4018008720,1064029020901,19.12.2006,М001666,413,14.12.2011,28.12.2011 - 27.12.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Тарусский район, г. Таруса, ул. Миронова д.9а"
437,"Общество с ограниченной ответственностью ""ЛОГОС""","Людиновский район, г. Людиново, ул. Крупской д.1а",4024005213,1054002014945,21.12.2006,М001653,383,30.11.2011,28.12.2011 - 27.12.2012,Министерство конкурентной политики и тарифов Калужской области, ,"кафе ""Причал"" - Людиновский район, г. Людиново, ул. Крупской д.1а"
438,"Общество с ограниченной ответственностью ""Арго""","Жуковский район, г. Кременки, ул. Ленина д.1в",4007019463,1064011027673,10.01.2007,М001758,59,29.02.2012,01.03.2012 - 28.02.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Жуковский район, г. Кременки, ул. Ленина д.1в"
439,"Общество с ограниченной ответственностью ""Седьмой континент""","г. Калуга, ул. Гурьянова д.51",4028037618,1064028021045,18.01.2007,М001804,107,18.04.2012,19.04.2012 - 14.02.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Гурьянова д.51"
,,,,,,,,,,,,"магазин ""Вкусняшка"" - г. Калуга, ул. Гурьянова д.37"
440,"Общество с ограниченной ответственностью ""СОНАТА""","г. Калуга, ул. Советская д.91",4029034899,1064029022716,24.01.2007,М001705,6,11.01.2012,15.02.2012 - 14.02.2017,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Советская д.5а"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Советская д.91"
441,"Общество с ограниченной ответственностью Производственно-коммерческое предприятие ""Виктория""","г. Калуга, п. Сосновый Бор д.3",4027076685,1064027057731,25.01.2007,М001725,26,25.01.2012,15.02.2012 - 14.02.2013,Министерство конкурентной политики и тарифов Калужской области, ,"столовая - г. Калуга, п. Сосновый Бор д.3"
442,"Общество с ограниченной ответственностью ""Торговый центр""","Жуковский район, с. Чаусово, ул. Мира д.1а",4007019706,1064011027959,01.02.2007,М001697,443,28.12.2011,15.02.2012 - 14.02.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Жуковский район, с. Чаусово, ул. Мира д.1а"
443,"Общество с ограниченной ответственностью ""ПРЕСТИЖ""","Хвастовичский район, с. Хвастовичи, ул. Кирова д.80",4021003183,1064024014185,05.02.2007,М001458,214,13.07.2011,14.07.2011 - 14.02.2015,Министерство конкурентной политики и тарифов Калужской области, ,"столовая - Хвастовичский район, с. Хвастовичи, ул. 2-я Набережная д.4"
,,,,,,,,,,,,"магазин - Хвастовичский район, с. Хвастовичи, ул. Кирова д.80"
,,,,,,,,,,,,"магазин - Хвастовичский район, с. Хвастовичи, ул. Ленина д.20"
444,"Общество с ограниченной ответственностью ""ОВА""","г. Калуга, ул. Знаменская д.6",4027071302,1054003091251,07.02.2007,Г114024,56,14.02.2007,15.02.2007 - 31.12.2012,Комитет по лицензированию Калужской области, ,"магазин - г. Калуга, ул. Знаменская д.6"
445,"Общество с ограниченной ответственностью ""Штурман""","г. Обнинск, ул. Менделеева д.12",4025411715,1074025000279,06.02.2007,М001623,371,23.11.2011,24.11.2011 - 14.02.2013,Министерство конкурентной политики и тарифов Калужской области, ,"бар - г. Обнинск, ул. Лейпунского д.3"
,,,,,,,,,,,,"магазин - г. Обнинск, ул. Менделеева д.12"
,,,,,,,,,,,,"магазин - Жуковский район, д. Истье, ул. Центральная д.8а"
446,"Общество с ограниченной ответственностью ""ЕЛЕНА""","Думиничский район, с. Новый д.10",4005004454,1064024016198,07.02.2007,М001695,441,28.12.2011,15.02.2012 - 14.02.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Елена"" - Думиничский район, с. Новый д.10"
447,"Общество с ограниченной ответственностью ""Рябинка""","г. Калуга, ул. Хрустальная д.50",4029034627,1064029022420,08.02.2007,М001716,17,18.01.2012,19.01.2012 - 18.01.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Хрустальная д.50"
448,"Общество с ограниченной ответственностью ""Диана""","Куйбышевский район, п. Бетлица, ул. Калинина д.4а",4010002212,1074023000105,12.02.2007,М001704,5,11.01.2012,15.02.2012 - 14.02.2017,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Куйбышевский район, п. Бетлица, ул. Калинина д.4а"
449,"Общество с ограниченной ответственностью ""Кристина""","Дзержинский район, г. Кондрово, ул. Интернациональная д.6",4004402300,1064004023720,12.02.2007,М001750,50,15.02.2012,16.02.2012 - 15.02.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, г. Кондрово, ул. Интернациональная д.6"
,,,,,,,,,,,,"магазин - Дзержинский район, г. Кондрово, ул. Пушкина д.63а"
450,"Общество с ограниченной ответственностью ""Людмила""","Боровский район, д. Совьяки, ул. Школьная д.14",4003026290,1074025000136,20.02.2007,М001785,81,28.03.2012,29.03.2012 - 14.03.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, д. Совьяки, ул. Школьная д.14"
451,"Общество с ограниченной ответственностью ""КОПЕЙКА-МОСКВА""","Московская область, г. Москва, ул. Коненкова д.5",7715196234,1027739014930,14.03.2007,М001165,167,15.12.2010,16.12.2010 - 11.04.2017,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Кибальчича д.25"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Ленина д.70"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Ленина д.81"
,,,,,,,,,,,,"магазин - Кировский район, г. Киров, ул. Жмакина д.68"
,,,,,,,,,,,,"универсам Копейка"" - г. Обнинск, пр-кт Маркса д.65в"
,,,,,,,,,,,,"универсам - Дзержинский район, г. Кондрово, ул. Пушкина д.74"
,,,,,,,,,,,,"универсам - г. Калуга, ул. Дзержинского д.38"
,,,,,,,,,,,,"универсам - Козельский район, г. Сосенский  м-н Победы, д.34"
,,,,,,,,,,,,"универсам - Людиновский район, г. Людиново, ул. 20 лет Октября д.69а, стр.1"
,,,,,,,,,,,,"универсам ""Копейка"" - Боровский район, г. Балабаново, ул. Лесная д.6"
452,"Общество с ограниченной ответственностью ""ОЛЬГА""","Боровский район, д. Куприно, ул. Центральная д.1а",4003016912,1064025008783,14.03.2007,М001774,75,21.03.2012,12.04.2012 - 11.04.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, д. Куприно, ул. Центральная д.1а"
453,"Общество с ограниченной ответственностью ""КАМА""","Жуковский район, д. Пантелеевка д.43",4007018050,1064011022426,14.03.2007,М001838,148,23.05.2012,24.05.2012 - 23.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Жуковский район, д. Пантелеевка д.43"
454,"Общество с ограниченной ответственностью ""ЧИМГАН""","г. Калуга, ул. Гурьянова д.26",4028017548,1024001350273,03.04.2007,М001765,65,06.03.2012,07.03.2012 - 11.04.2014,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Гурьянова д.26"
455,"Общество с ограниченной ответственностью ""Пельменная""","г. Калуга, ул. Театральная д.23",4026004889,1024001181907,05.04.2007,М001783,84,28.03.2012,12.04.2012 - 11.04.2013,Министерство конкурентной политики и тарифов Калужской области, ,"столовая - г. Калуга, ул. Театральная д.23"
456,"Общество с ограниченной ответственностью ""Усадьба""","Тарусский район, д. Похвиснево, ул. Центральная д.2б",4018008865,1074029000660,10.04.2007,М002015,319,12.09.2012,13.09.2012 - 11.04.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - Тарусский район, д. Похвиснево, ул. Центральная д.2б"
,,,,,,,,,,,,"магазин - Тарусский район, д. Похвиснево, ул. Центральная д.1"
457,"Общество с ограниченной ответственностью ""Пять Звезд""","Тарусский район, д. Ладыжино, ул. Окская д.1",4018008664,1064029019670,11.04.2007,М001815,120,25.04.2012,26.04.2012 - 25.04.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Тарусский район, д. Ладыжино, ул. Окская д.1"
458,"Общество с ограниченной ответственностью ""Калинка""","Спас-Деменский район, г. Спас-Деменск, ул. Советская д.55",4016003237,1074023000260,25.04.2007,М001816,121,25.04.2012,03.05.2012 - 02.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Спас-Деменский район, г. Спас-Деменск, ул. Советская д.55"
459,"Общество с ограниченной ответственностью ""Монолит""","Мосальский район, г. Мосальск, ул. Гагарина д.6а",4014005246,1074023000314,27.04.2007,Г114114,201,23.05.2007,24.05.2007 - 23.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Мосальский район, г. Мосальск, ул. Гагарина д.6а"
460,"Муниципальное унитарное предприятие ""Гостиница ""Советская""","Кировский район, г. Киров, ул. Пролетарская д.40",4023001304,1024000897447,28.04.2007,М001775,76,21.03.2012,03.05.2012 - 02.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан - Кировский район, г. Киров, ул. Пролетарская д.40"
461,"Общество с ограниченной ответственностью ""Меркурий""","Хвастовичский район, с. Красное, ул. Советская д.41",4021003426,1074024000214,03.05.2007,Г114117,203,23.05.2007,24.05.2007 - 23.05.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Хвастовичский район, с. Красное, ул. Советская д.41"
462,"Общество с ограниченной ответственностью ""Любава""","Малоярославецкий район, г. Малоярославец, ул. Чистовича д.13б",4011017645,1064011020040,14.05.2007,М001871,182,13.06.2012,14.06.2012 - 13.06.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Малоярославецкий район, г. Малоярославец, ул. Чистовича д.13б"
463,"Общество с ограниченной ответственностью ""РУСЬ""","Мещовский район, ст. Кудринская, ул. Центральная д.27б",4013003574,1074001000391,14.05.2007,Г114118,204,23.05.2007,24.05.2007 - 23.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Мещовский район, ст. Кудринская, ул. Центральная д.27б"
464,"Общество с ограниченной ответственностью ""Мечта""","Спас-Деменский район, г. Спас-Деменск, ул. Льва Толстого",4016003244,1074023000325,14.05.2007,М001865,176,13.06.2012,14.06.2012 - 13.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Спас-Деменский район, г. Спас-Деменск, ул. Льва Толстого (возле столовой)"
465,"Общество с ограниченной ответственностью ""БОЧКА""","г. Калуга, ул. Суворова д.5, оф.65",4028036149,1064028011486,15.05.2007,Г114119,205,23.05.2007,24.05.2007 - 23.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - г. Калуга, проезд Правобережный д.7"
466,"Общество с ограниченной ответственностью ""Международный центр ""Здоровье""","г. Калуга, ул. Герцена д.27",4027070362,1054003076621,18.05.2007,М001860,171,06.06.2012,07.06.2012 - 06.06.2017,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - г. Калуга, ул. Суворова д.102"
467,"Общество с ограниченной ответственностью ""Фролочкин""","Мещовский район, г. Мещовск, ул. Дегтярева д.19",4013003599,1074001000435,17.05.2007,М000360,30,15.02.2008,16.02.2008 - 15.02.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Мещовский район, г. Мещовск, ул. Дегтярева д.19"
468,"Общество с ограниченной ответственностью ""Ландыш""","Малоярославецкий район, г. Малоярославец, ул. Российских газовиков д.29 корп.3",4011014669,1074011001900,23.05.2007,Г114132,217,06.06.2007,07.06.2007 - 06.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Малоярославецкий район, г. Малоярославец, ул. Российских газовиков д.29 корп.3"
469,"Общество с ограниченной ответственностью ""Веста""","г. Калуга, ул. Шахтеров д.4",4029035490,1074029000803,28.05.2007,Г114131,216,06.06.2007,07.06.2007 - 06.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Шахтеров д.4"
470,"Общество с ограниченной ответственностью ""ЛиКар""","Боровский район, г. Боровск, пл. Ленина д.39",4003016581,1054002538226,28.05.2007,М000268,395,07.11.2007,08.11.2007 - 06.06.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, г. Боровск, пл. Ленина д.39"
,,,,,,,,,,,,"магазин - Боровский район, г. Ермолино, ул. Боровская д.2а"
471,"Общество с ограниченной ответственностью ""Березка""","Спас-Деменский район, г. Спас-Деменск, ул. Советская д.76а",4016003251,1074023000336,18.06.2007,М001919,224,18.07.2012,19.07.2012 - 18.07.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Березка"" - Спас-Деменский район, г. Спас-Деменск, ул. Советская д.76а"
472,"Общество с ограниченной ответственностью ""МАРС""","Барятинский район, с. Барятино, ул. 1 Мая д.12",4002003646,1074023000402,20.06.2007,Г114148,243,27.06.2007,28.06.2007 - 27.06.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Барятинский район, с. Барятино, ул. 1 Мая д.12"
,,,,,,,,,,,,"магазин - Барятинский район, с. Барятино, ул. 326 Стрелковой Дивизии д.14"
473,"Общество с ограниченной ответственностью ""ДОРА""","Боровский район, с. Ворсино, ул. Лыскина д.29",4003026572,1074025003359,25.06.2007,М001917,222,18.07.2012,19.07.2012 - 18.07.2017,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, с. Ворсино, ул. Лыскина д.29"
474,"Общество с ограниченной ответственностью ""Форлан проект""","Дзержинский район, г. Кондрово, ул. Советская д.16",4004402371,1064004023819,29.06.2007,Г114156,267,11.07.2007,12.07.2007 - 07.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе ""Мимино"" - Дзержинский район, г. Кондрово, ул. Советская д.16"
475,"Общество с ограниченной ответственностью ""Т.Д. Березка""","Боровский район, г. Балабаново, ул. Московская д.12б",4003025748,1064025092560,05.07.2007,М001965,269,01.08.2012,02.08.2012 - 01.08.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Берёзка"" - Боровский район, г. Балабаново, ул. Московская д.12б"
476,"Общество с ограниченной ответственностью ""НОЙ""","Дзержинский район, с/а Фроловская, д. Акатово",4004402886,1074004000971,09.07.2007,М001947,251,25.07.2012,26.07.2012 - 25.07.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, п. Полотняный Завод, ул. Молодежная д.31"
477,"Общество с ограниченной ответственностью ""Виконт""","Боровский район, д. Кривское, ул. Центральная д.29",4003026879,1074025004272,19.07.2007,М000934,239,14.10.2009,22.10.2009 - 17.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, д. Кривское, ул. Центральная д.41"
478,"Общество с ограниченной ответственностью ""Агроаспект""","Московская область, г. Москва, шоссе Алтуфьевское д.60",7715277300,1027700302530,20.07.2007,М000895,198,05.08.2009,06.08.2009 - 25.04.2017,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Обнинск, пр-кт Ленина д.208"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Гурьянова д.7"
,,,,,,,,,,,,"магазин ""Пятерочка"" - г. Калуга, ул. Генерала Попова д.2/1 корп.4"
,,,,,,,,,,,,"магазин ""Пятёрочка"" - Жуковский район, г. Кременки, ул. Школьная д.7"
479,"Общество с ограниченной ответственностью ""Гостиничный комплекс ""Графские пруды""","Дзержинский район, г. Кондрово, ул. Железнодорожная д.48",4004402815,1074004000828,19.07.2007,Г114171,285,25.07.2007,26.07.2007 - 25.07.2014,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан - Дзержинский район, г. Кондрово, ул. Железнодорожная д.48"
480,"Общество с ограниченной ответственностью ""ЭВРИДИКА""","г. Калуга, ул. Плеханова д.48/8, оф.401",4027050302,1024001183920,23.07.2007,М001717,18,20.01.2012,21.01.2012 - 25.07.2017,Министерство конкурентной политики и тарифов Калужской области, ,"кафе  ""8 чашек"" - г. Калуга, ул. Плеханова д.48/8"
,,,,,,,,,,,,"кафе ""Сластена"" - г. Калуга, ул. Театральная д.13/47 г.Калуга, ул. Гагарина, д.13 - складское помещение"
481,"Общество с ограниченной ответственностью ""Георгиевское""","г. Калуга, ул. Георгиевская д.28",4027077449,1074027000156,23.07.2007,М001937,241,25.07.2012,26.07.2012 - 25.07.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - г. Калуга, ул. Георгиевская д.28"
482,"Общество с ограниченной ответственностью ""Родина""","г. Калуга, ул. Л.Толстого д.39а",4029033599,1064029017491,31.07.2007,М000205,297,22.08.2007,23.08.2007 - 22.08.2017,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Натали"" - г. Калуга, ул. Л.Толстого д.39а"
483,"Общество с ограниченной ответственностью ""Эдельвейс""","г. Обнинск, пр-кт Ленина д.21",4025084828,1064025016373,27.08.2007,М000225,337,19.09.2007,20.09.2007 - 19.09.2017,Министерство конкурентной политики и тарифов Калужской области, ,"кафе ""Дублин"" - г. Обнинск, ул. Курчатова д.46"
,,,,,,,,,,,,"кафе ""Территория Сhe"" - г. Обнинск, пр-кт Ленина д.104"
484,"Общество с ограниченной ответственностью ""Алания""","Дзержинский район, с. Острожное, ул. Центральная д.31а",4004402124,1064004023412,27.08.2007,М000292,425,28.11.2007,29.11.2007 - 28.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, с. Острожное, ул. Центральная д.31а"
485,"Общество с ограниченной ответственностью ""Виктория""","Боровский район, г. Боровск, п. ВНИИФБиП с/х животных д.8а",4003027079,1074025004965,03.09.2007,М000235,346,03.10.2007,04.10.2007 - 03.10.2017,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, г. Боровск, п. ВНИИФБиП с/х животных д.8а"
486,"Общество с ограниченной ответственностью ""ДиСа""","Тарусский район, с. Барятино, ул. Советская д.11",4018008657,1064029019592,06.09.2007,М000234,339,03.10.2007,04.10.2007 - 03.10.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Тарусский район, с. Барятино, ул. Советская д.11"
487,"Общество с ограниченной ответственностью ""Биг""","г. Калуга, ул. Академическая д.2",4027056262,1024001176540,17.09.2007,М000233,341,03.10.2007,04.10.2007 - 03.10.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, п. Куровской, ул. Шахтерская"
488,"Закрытое акционерное общество  ""Корпорация ""ГРИНН""","Орловская область, г. Орёл, шоссе Кромское, д.4",4629045050,1024600949185,21.09.2007,М000391,90,26.03.2008,27.03.2008 - 21.09.2017,Министерство конкурентной политики и тарифов Калужской области, ,"магазин гипермаркет ""Линия"" - г. Калуга, ул. Московская д.254"
489,"Общество с ограниченной ответственностью ""САША""","Кировский район, г. Киров, ул. Жмакина д.51а",4023008317,1064023008895,20.09.2007,М001121,128,15.09.2010,16.09.2010 - 03.10.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Кировский район, г. Киров, ул. Пролетарская д.32"
,,,,,,,,,,,,"магазин - Кировский район, г. Киров, ул. Жмакина д.51а"
,,,,,,,,,,,,"магазин ""Саша"" - Кировский район, г. Киров, ул. Пролетарская д.58"
490,"Общество с ограниченной ответственностью ""РУСЛАН+""","Жуковский район, г. Жуков, ул. Гурьянова д.2а",4007019720,1064011027960,02.10.2007,М000239,354,10.10.2007,11.10.2007 - 10.10.2012,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан ""Свитанок"" - Жуковский район, г. Жуков, ул. Гурьянова д.2а"
491,"Общество с ограниченной ответственностью ""Трактирщик""","г. Калуга, ул. Дзержинского д.25",4027079358,1074027003852,04.10.2007,М000243,366,17.10.2007,18.10.2007 - 17.10.2012,Министерство конкурентной политики и тарифов Калужской области, ,"кафе ""Визави"" - г. Калуга, ул. Пролетарская д.21"
492,"Общество с ограниченной ответственностью ""Прогресс""","Жуковский район, г. Жуков, ул. Горького д.21",4007019512,1064011027739,08.10.2007,М001201,16,02.02.2011,03.02.2011 - 02.02.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - Жуковский район, г. Жуков, ул. Горького д.21"
493,"Общество с ограниченной ответственностью ""А и К""","Юхновский район, д. Шуклеево, ул. Солнечная д.17",4022004550,1074004001170,08.10.2007,М000244,362,17.10.2007,18.10.2007 - 17.10.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Юхновский район, д. Шуклеево, ул. Солнечная д.17"
494,"Общество с ограниченной ответственностью ""Эталон""","Козельский район, г. Сосенский, ул. 60 лет Октября д.6",4009007632,1064001025967,11.10.2007,М001759,60,29.02.2012,01.03.2012 - 28.02.2013,Министерство конкурентной политики и тарифов Калужской области, ,"закусочная буфет - Козельский район, г. Сосенский, ул. 60 лет Октября д.6"
495,"Общество с ограниченной ответственностью ""Весна""","Медынский район, г. Медынь, пр-кт Ленина д.47",4012004783,1074004001235,11.10.2007,М001340,116,31.05.2011,01.06.2011 - 31.08.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Медынский район, г. Медынь, пр-кт Ленина д.47"
496,"Общество с ограниченной ответственностью ""АНТЕЙ""","г. Обнинск, пр-кт Ленина д.218",4025413705,1074025005097,15.10.2007,М000265,383,24.10.2007,25.10.2007 - 24.10.2013,Министерство конкурентной политики и тарифов Калужской области, ,"павильон - г. Обнинск, пр-кт Ленина д.218"
497,"Федеральное казенное учреждение ""Загородный дом приемов ""Русичи"" Министерства внутренних дел Российской Федерации""","Малоярославецкий район, д. Панское",4011000176,1024000692242,23.10.2007,М002019,323,19.09.2012,20.09.2012 - 31.10.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Малоярославецкий район, д. Панское"
,,,,,,,,,,,,"бар - Малоярославецкий район, д. Панское"
498,"Общество с ограниченной ответственностью ""Инютино""","Боровский район, г. Ермолино, ул. Боровская д.4а",4003027030,1074025004790,25.10.2007,М000267,392,31.10.2007,01.11.2007 - 31.10.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Инютино"" - Боровский район, г. Ермолино, ул. Боровская д.4а"
499,"Общество с ограниченной ответственностью ""Свежий хлеб""","Людиновский район, г. Людиново, ул. Ленина д.14",4024009698,1074024000841,30.10.2007,М000706,8,28.01.2009,29.01.2009 - 20.05.2014,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Людиновский район, г. Людиново, ул. Ленина д.14"
,,,,,,,,,,,,"магазин - Людиновский район, г. Людиново, ул. Герцена д.28/1"
,,,,,,,,,,,,"столовая ""Елена"" - Людиновский район, г. Людиново, ул. Ленина д.14"
,,,,,,,,,,,,"магазин ""Продукты"" - Людиновский район, г. Людиново, ул. Гогиберидзе д.20"
500,"Общество с ограниченной ответственностью Производственно-коммерческое  предприятие  ""Мираж""","Юхновский район, г. Юхнов, пер. Комсомольский д.21",4022003193,1034001300090,30.10.2007,М000281,396,14.11.2007,15.11.2007 - 14.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Юхновский район, г. Юхнов, ул. Урицкого д.38"
501,"Общество с ограниченной ответственностью ""Русский Подсолнух""","г. Обнинск, шоссе Киевское д.33",4025411218,1064025096332,06.11.2007,М000284,417,21.11.2007,22.11.2007 - 01.10.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - г. Обнинск, пр-кт Ленина д.126а"
502,"Общество с ограниченной ответственностью ""Ангелина""","Малоярославецкий район, г. Малоярославец, ул. Циолковского д.1а",4011015824,1074011002537,07.11.2007,М001589,337,02.11.2011,03.11.2011 - 14.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Малоярославецкий район, г. Малоярославец, ул. Циолковского д.1а"
,,,,,,,,,,,,"магазин - Малоярославецкий район, г. Малоярославец, ул. Калужская д.30"
,,,,,,,,,,,,"магазин ""Знакомый"" - Жуковский район, с. Восход д.14"
503,"Общество с ограниченной ответственностью ""Петровский""","Людиновский район, г. Людиново, ул. Гогиберидзе д.33",4024008817,1064024012689,01.11.2007,М000277,410,14.11.2007,15.11.2007 - 14.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Людиновский район, г. Людиново, ул. Гогиберидзе д.33"
504,"Открытое акционерное общество ""Железнодорожная торговая компания""","Московская область, г. Москва, ул. Новорязанская д.12",7708639622,5077746868403,14.11.2007,М000888,191,29.07.2009,30.07.2009 - 21.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин №1 - Кировский район, г. Киров, ст. Фаянсовая   (ж/д вокзал)"
,,,,,,,,,,,,"магазин №3 - Кировский район, г. Киров, ул. К.Маркса д.9"
,,,,,,,,,,,,"кафетерий - Кировский район, г. Киров, ул. К.Маркса д.9"
,,,,,,,,,,,,"столовая - Кировский район, г. Киров, ул. К.Маркса д.13"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Ленина д.8"
,,,,,,,,,,,,"закусочная - г. Калуга, ул. Ленина д.8"
,,,,,,,,,,,,"столовая - г. Калуга, ул. Ленина д.8"
,,,,,,,,,,,,"магазин - Бабынинский район, п. Воротынск, ул. Центральная д.5"
,,,,,,,,,,,,"закусочная - г. Калуга, ул. Глаголева д.23"
505,"Общество с ограниченной ответственностью   ""Ангелина +""","г. Обнинск, пр-кт Маркса д.20",4025414635,1074025006802,19.11.2007,М000291,424,28.11.2007,29.11.2007 - 28.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Обнинск, пр-кт Маркса д.20"
506,"Общество с ограниченной ответственностью ""Регион 40""","г. Обнинск, проезд Коммунальный д.23",4025414360,1074025006395,20.11.2007,М001272,74,04.05.2011,05.05.2011 - 28.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Малоярославецкий район, г. Малоярославец, ул. Московская д.67а"
,,,,,,,,,,,,"магазин - Малоярославецкий район, с. Головтеево, административное здание"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Кубяка д.6"
,,,,,,,,,,,,"магазин - г. Обнинск, ул. Курчатова д.41а"
,,,,,,,,,,,,"магазин - г. Обнинск, шоссе Киевское д.33"
,,,,,,,,,,,,"магазин - г. Обнинск, ул. Энгельса д.9б"
,,,,,,,,,,,,"магазин - г. Обнинск, пр-кт Маркса д.72б"
,,,,,,,,,,,,"павильон - Боровский район, г. Боровск, пл. Ленина д.27"
,,,,,,,,,,,,"магазин - Малоярославецкий район, г. Малоярославец, ул. Кирова д.12б"
