№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание
,,,,,"215280, Смоленская область, г. Сычевка, ул. Станционное шоссе, д. 69 (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, г. Сычевка, ул. Станционное шоссе, д. 22-а (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, г. Сычевка, ул. Красноармейская, д. 82-а (магазин), без ограничений",,,,,,,,,,,
9,СЫЧЕВКА РАЙПО,6715000183,1026700883065,"215280, Смоленская область, Сычевский район, г. Сычевка, ул. Ломоносова, д. 3","215280, Смоленская область, Сычевский район, г. Сычевка, ул. Быкова, д. 5 (ресторан), без ограничений",№ 1997                   Б 005453,27 апреля 2011,до 27 апреля 2016,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, г. Сычевка, ул. Гоголя, д. 5 (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, г. Сычевка, ул. Б. Пролетарская, д. 37 (столовая), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, г. Сычевка, ул. Б. Советская, д. 8 (кафе), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, г. Сычевка, ул. Ланчарского, д. 57 (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, г. Сычевка, ул. Б. Пролетарская, д. 85 (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевка, ул. Б. Советская, д. 8 (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смолкнская область, Сычевский район, г. Сычевка, ул. Б. Советская, д. 14 (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Караваево (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Моховатка (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Никитье (магазин), без ограничений",,,,,,,,,,,
,,,,,"Смоленская область, Сычевский район, д. Соколино(магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Сутормино (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Субботники (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Хлепень (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Никольское (магазин), без ограничений ",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Олбховцы (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Писково (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Вараксино (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Сидорово (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Ананиха (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская областьСычевский район, д. Дмитрово (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Середа (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Печуры (магазин), без ограничений",,,,,,,,,,,
,,,,,"215280, Смоленская область, Сычевский район, д. Ракитня (магазин), без ограничений",,,,,,,,,,,
