41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,10/26/2011,12/25/2013,
,,,,,,,,,,,,1/19/2012,2/2/2014,
,,,,,,,,,,,,4/17/2012,2/2/2014,
,,,,,,,,,,,,4/17/2012,2/2/2014,
,,,,,,,,,,,,7/25/2012,2/2/2014,
,,,,,,,,,,,,6/1/2009,6/1/2014,
,,,,,,,,,,,,6/1/2009,6/1/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,9/12/2012,8/18/2014,
,,,,,,,,,,,,5/6/2010,12/8/2014,
,,,,,,,,,,,,5/4/2010,12/8/2014,
,,,,,,,,,,,,6/2/2010,12/8/2014,
,,,,,,,,,,,,6/2/2010,12/8/2014,
,,,,,,,,,,,,12/14/2009,12/8/2014,
,,,,,,,,,,,,12/23/2009,12/8/2014,
,,,,,,,,,,,,1/21/2010,12/8/2014,
,,,,,,,,,,,,2/25/2010,12/8/2014,
,,,,,,,,,,,,4/21/2010,12/8/2014,
,,,,,,,,,,,,5/28/2010,12/15/2014,
,,,,,,,,,,,,5/28/2010,12/15/2014,
,,,,,,,,,,,,5/28/2010,12/15/2014,
,,,,,,,,,,,,12/15/2009,12/15/2014,
,,,,,,,,,,,,12/15/2009,12/15/2014,
,,,,,,,,,,,,12/15/2009,12/15/2014,
,,,,,,,,,,,,12/15/2009,12/15/2014,
,,,,,,,,,,,,6/1/2010,1/25/2015,
,,,,,,,,,,,,6/1/2010,1/25/2015,
,,,,,,,,,,,,10/7/2010,1/25/2015,
,,,,,,,,,,,,10/7/2010,1/25/2015,
,,,,,,,,,,,,10/7/2010,1/25/2015,
,,,,,,,,,,,,12/29/2010,1/25/2015,
,,,,,,,,,,,,11/12/2010,1/25/2015,
,,,,,,,,,,,,12/23/2010,1/25/2015,
,,,,,,,,,,,,4/22/2011,12/29/2015,
,,,,,,,,,,,,7/21/2011,12/29/2015,
,,,,,,,,,,,,7/21/2011,12/29/2015,
,,,,,,,,,,,,7/21/2011,12/29/2015,
,,,,,,,,,,,,3/18/2012,3/18/2017,
,,,,,,,,,,,,3/18/2012,3/18/2017,
,,,,,,,,,,,,3/23/2012,3/18/2017,
,,,,,,,,,,,,4/18/2012,3/18/2017,
,,,,,,,,,,,,4/18/2012,3/18/2017,
,,,,,,,,,,,,6/6/2012,3/18/2017,
,,,,,,,,,,,,6/6/2012,3/18/2017,
,,,,,,,,,,,,7/9/2012,3/18/2017,
,,,,,,,,,,,,6/1/2012,6/1/2013,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,8/8/2012,7/12/2017,
,,,,,,,,,,,,5/21/2012,3/13/2017,
,,,,,,,,,,,,6/5/2012,3/13/2017,
,,,,,,,,,,,,6/5/2012,3/13/2017,
,,,,,,,,,,,,8/15/2012,3/13/2017,
,,,,,,,,,,,,3/20/2012,3/20/2013,
,,,,,,,,,,,,3/20/2012,3/20/2013,
,,,,,,,,,,,,5/21/2012,4/13/2013,
,,,,,,,,,,,,5/28/2012,4/25/2017,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
