41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
,,,,,,,,,,,,4/6/2009,4/6/2014,
,,,,,,,,,,,,7/14/2009,7/14/2014,
,,,,,,,,,,,,2/12/2010,7/14/2014,
,,,,,,,,,,,,10/9/2009,10/9/2014,
,,,,,,,,,,,,10/9/2009,10/9/2014,
,,,,,,,,,,,,11/18/2009,11/18/2014,
,,,,,,,,,,,,11/18/2009,11/18/2014,
,,,,,,,,,,,,12/2/2009,12/2/2014,
,,,,,,,,,,,,12/2/2009,12/2/2014,
,,,,,,,,,,,,4/15/2010,12/8/2014,
,,,,,,,,,,,,6/2/2010,12/8/2014,
,,,,,,,,,,,,12/8/2009,12/8/2014,
,,,,,,,,,,,,12/18/2009,12/8/2014,
,,,,,,,,,,,,12/18/2009,12/8/2014,
,,,,,,,,,,,,12/29/2009,12/8/2014,
,,,,,,,,,,,,2/19/2010,12/8/2014,
,,,,,,,,,,,,12/17/2009,12/17/2014,
,,,,,,,,,,,,12/23/2010,12/17/2014,
,,,,,,,,,,,,12/18/2009,12/18/2014,
,,,,,,,,,,,,12/18/2009,12/18/2014,
,,,,,,,,,,,,12/21/2010,12/18/2014,
,,,,,,,,,,,,12/21/2009,12/21/2014,
,,,,,,,,,,,,12/21/2009,12/21/2014,
,,,,,,,,,,,,1/15/2010,4/6/2013,
,,,,,,,,,,,,1/15/2010,4/6/2013,
,,,,,,,,,,,,11/12/2010,1/25/2015,
,,,,,,,,,,,,11/12/2010,1/25/2015,
,,,,,,,,,,,,11/22/2010,1/25/2015,
,,,,,,,,,,,,11/22/2010,1/25/2015,
,,,,,,,,,,,,1/21/2011,1/25/2015,
,,,,,,,,,,,,1/28/2011,1/25/2015,
,,,,,,,,,,,,2/15/2011,1/25/2015,
,,,,,,,,,,,,5/25/2012,10/21/2012,
,,,,,,,,,,,,5/25/2012,10/21/2012,
,,,,,,,,,,,,10/21/2010,10/21/2012,
,,,,,,,,,,,,10/21/2010,10/21/2012,
,,,,,,,,,,,,5/25/2012,10/21/2012,
,,,,,,,,,,,,5/25/2012,10/21/2012,
,,,,,,,,,,,,5/25/2012,10/21/2012,
,,,,,,,,,,,,5/25/2012,10/21/2012,
,,,,,,,,,,,,3/3/2011,12/29/2015,
,,,,,,,,,,,,4/22/2011,12/29/2015,
,,,,,,,,,,,,6/20/2011,12/29/2015,
,,,,,,,,,,,,6/20/2011,12/29/2015,
,,,,,,,,,,,,7/5/2011,12/29/2015,
,,,,,,,,,,,,7/5/2011,12/29/2015,
,,,,,,,,,,,,12/30/2010,12/29/2015,
,,,,,,,,,,,,5/13/2011,12/29/2015,
,,,,,,,,,,,,5/24/2011,12/29/2015,
,,,,,,,,,,,,6/6/2011,12/29/2015,
,,,,,,,,,,,,6/6/2011,12/29/2015,
,,,,,,,,,,,,6/6/2011,12/29/2015,
,,,,,,,,,,,,2/14/2011,2/14/2014,
,,,,,,,,,,,,2/14/2011,2/14/2014,
,,,,,,,,,,,,3/16/2012,3/16/2013,
,,,,,,,,,,,,3/16/2012,3/16/2013,
,,,,,,,,,,,,3/16/2012,3/16/2013,
,,,,,,,,,,,,10/27/2011,3/16/2016,
,,,,,,,,,,,,4/23/2012,3/16/2016,
,,,,,,,,,,,,4/13/2012,4/13/2013,
,,,,,,,,,,,,4/13/2012,4/13/2013,
,,,,,,,,,,,,7/18/2012,4/13/2013,
,,,,,,,,,,,,8/14/2012,4/13/2013,
,,,,,,,,,,,,1/19/2012,6/1/2016,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,9/23/2012,9/23/2016,
,,,,,,,,,,,,10/25/2011,10/25/2012,
,,,,,,,,,,,,10/25/2011,10/25/2012,
,,,,,,,,,,,,11/30/2011,11/25/2016,
,,,,,,,,,,,,11/25/2011,11/25/2016,
,,,,,,,,,,,,12/22/2011,11/25/2016,
,,,,,,,,,,,,12/26/2011,11/25/2016,
,,,,,,,,,,,,8/29/2012,11/25/2016,
,,,,,,,,,,,,9/28/2012,11/25/2016,
,,,,,,,,,,,,3/15/2012,12/5/2012,
,,,,,,,,,,,,2/15/2012,2/15/2013,
,,,,,,,,,,,,2/15/2012,2/15/2013,
,,,,,,,,,,,,2/15/2012,2/15/2013,
,,,,,,,,,,,,3/30/2012,3/30/2013,
,,,,,,,,,,,,3/30/2012,3/30/2013,
,,,,,,,,,,,,4/25/2012,4/25/2013,
,,,,,,,,,,,,4/25/2012,4/25/2013,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,7/3/2012,7/3/2013,
,,,,,,,,,,,,7/3/2012,7/3/2013,
,,,,,,,,,,,,7/9/2012,7/9/2013,
,,,,,,,,,,,,7/9/2012,7/9/2013,
,,,,,,,,,,,,2/2/2009,2/2/2014,
,,,,,,,,,,,,7/4/2012,2/2/2014,
,,,,,,,,,,,,7/4/2012,2/2/2014,
,,,,,,,,,,,,8/30/2012,8/30/2013,
,,,,,,,,,,,,8/30/2012,8/30/2013,
