№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание,,,,,,,
,,,,,"215720, Смоленская область, Дорогобужский район, г. Дорогобуж, ул. П. Коммуны, д. 15 (магазин ТПС №2), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215720, Смоленская область, Дорогобужский район, г. Дорогобуж, ул. Чистякова, д. 1 (магазин ТПС №3), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215720, Смоленская область, Дорогобужский район, г. Дорогобуж, ул. Чистякова, д. 11 (магазин ТПС №4), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215731, Смоленская область, Дорогобужский район, д. Садовая (магазин ТПС №%), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215731, Смоленская область, Дорогобужский район, д. Струково (магазин ТПС №6), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215770, Смоленская область, Дорогобужский район, д. Шаломино (магазин ТПС №7), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215710, Смоленская область, Дорогобужский район, д. Н-Михайловское (магазин ТПС №8), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215733, Смоленская область, Дорогобужский район, д. Полибино (магазин ТПС 39), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215735, Смоленская область, Дорогобужский район, д. Васино (магазин ТПС №10), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215740, Смоленская область, Дорогобужский район, д. Княщина (магазин ТПС №11), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215740, Смоленская область, Дорогобужский район, д. Мясники (магазин ТПС №12), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215741, Смоленская область, Дорогобужский район, с. Алексино (магазин ТПС №13), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215741, Смоленская область, Дорогобужский район, д. Алексино (магазин ТПС №14), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215741, Смоленская область, Дорогобужский район, д. Еловка (магазин ТПС №15), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215743, Смоленская область, Дорогобужский район, д. Ушаково (магазин ТПС №16), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215742, Смоленская область, Дорогобужский район, д. Следнево (магазин ТПС №17), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215742, Смоленская область, Дорогобужский район, д. Мархоткино (магазин ТПС №18), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215746, Смоленская область, Дорогобужский район, д. Озерище (магазин ТПС №19), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215747, Смоленская область, Дорогобужский район, д. Каськово (магазин ТПС №20), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215721, Смоленская область, Дорогобужский район, д. Хатычка (магазин ТПС №21), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215721, Дорогобужский район, д. Слойково (магазин ТПС №22), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215722, Смоленская область, Дорогобужский район, д. Усвятье (магазин ТПС №23), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215727, Смоленская область,Дорогобужский район, д. Кузино (магазин ТПС №24), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215723, Смоленская область, Дорогобужский район, д. Быково (магазин ТПС №25), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215720, Смоленская область, Дорогобужский район, г. Дорогобуж, ул. П. Коммуны, д. 15 (закусочная №26), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215720, Смоленская область, Дорогобужский район, г. Дорогобуж, ул. Чистякова, д. 1 (закусочная №27), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215720, Смоленская область, Дорогобужский район, г. Дорогобуж, ул. Дорогобужская, д. 1 (магазин ТПС №28), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215720, Смоленская область, Дорогобужский район, г. Дорогобуж, ул. Ленина, д. 56 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
8,"ООО ""Сайгон-Сити""",6704009385,1066726014541,"215753, Смоленская область, Дорогобужский район, п. Верхнеднепровский, ул. Советская, 10","215753, Смоленская область, Дорогобужский район, п. Верхнеднепровский, ул. Советская, д. 10 (кафе-бар)",№ 1056                       Б 005823,04 июля 2006,по 04 июля 2011,до 05 июля 2012,,,,,,,,,,,,,,
9,"ООО ""Гарант Плюс""",6704008871,1056721967367,"215700, Смоленская область, Дорогобужский район, дер. Недники","215700, Смоленская область, Дорогобужский район, п. Верхнеднепровский, ул. Молодежная, д. 36-а (магазин), без ограничений",№ 644                 Г 679243,14 марта 2006,по 14 марта 2011,до 15 марта 2012,,,,,,,,,,,,,,
,,,,,"215721, Смоленская область, Дорогобужский район, д. Слойково (магазин), без ограничений",,,,,,,,,,,,,,,,,,
10,"ООО ""XXI ВЕК""",6704009191,1056721975837,"215753, Дорогобужский район, пгт. Верхнеднепровский, ул. Комсомольская, д. 10-а","215750, Дорогобужский район, пгт. Верхнеднепровский, ул. Комсомольская, д. 10-а (магазин)",№ 1986                        Б 005454,27 апреля 2011,до 27 апреля 2016,,,,,,,,,,,,,,,
,,,,,"215750, Дорогобужский район, пгт. Верхнеднепровский, ул. Комсомольская, д. 29-а (магазин)",,,,,,,,,,,,,,,,,,
,,,,,"215750, Дорогобужский район, пгт. Верхнеднепровский, ул. Ленина, д. 24 (закусочная)",,,,,,,,,,,,,,,,,,
,,,,,"215753, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский, ул. Комсомольская, д. 10-а (магазин)",№ 679                 Г 679280,06 апреля 2006,по 06 апреля 2011,,исключение объекта,,,,,,,,,,,,,
11,"ООО ""Березка""",6704009498,1066726014992,"215713, Смоленская область, г. Дорогобуж, ул. Чистякова, 2-б","215713, Смоленская область, г. Дорогобуж, ул. Чистякова, д. 2 ""Б"" (магазин), без ограничений",№ 1167                       Б 005942,19 июля 2006,по 19 июля 2011,до 20 июля 2016,,,,,,,,,,,,,,
12,"ООО ""Меркурий""",6704009466,1066726014871,"215753, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский, ул. Химиков, 2","215753, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский, просп. Химиков, д. 2 (магазин), без ограничений",№ 1004                 Б 005857,10 июля 2006,по 10 июля 2011,до 11 июля 2012,,,,,,,,,,,,,,
,,,,,"215753, Смоленская область, Дорогобужский район, г. Дорогобуж, ул. Чистякова, д. 6 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
13,"ООО ""ОЛИМП""",6704009402,1066726014574,"215713, Смоленская область, г. Дорогобуж, ул. Карла Маркса, д. 24","215713, Смоленская область, г. Дорогобуж, ул. Карла Маркса, д. 24 (магазин), без ограничений",№ 816                 Б 005581,01 июля 2006,по 01 июля 2011,до 02 июля 2012,,,,,,,,,,,,,,
,,,,,"215713, Смоленская область, г. Дорогобуж, ул. Мира, д. 28 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
14,"ООО ""СОВа""",6704009480,1066726014981,"215710, Смоленская область, Дорогобужский район, д. Ново-Михайловское","215710, Смоленская область, Дорогобужский район, д. Ново-Михайловское (магазин), без ограничений",№ 1001                   Б 005811,30 июня 2006,по 30 июня 2011,до 01 июля 2012,,,,,,,,,,,,,,
15,"ООО ""РЕДО""",6704009392,1066726014563,"215753, Смоленская область, Дорогобужский район, п. Верхнеднепровский, ул. Молодежная, д. 36-а","215713, Смоленская область, г. Дорогобуж, ул. Чистякова (магазин), без ограничений",№ 782                  Б 005282,10 декабря 2010,по 05 июня 2011,до 06 июня 2012,,,,,,,,,,,,,,
16,"ООО ""ГАММА""",6704007405,1026700539656,"215770, Дорогобужский район, п. Верхнеднепровский, ул, Комсомольская, д. 12, кв. 12","215750, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский, ул. Комсомольская, д. 29 (бар), без ограничений",№ 675                   Г 679289,06 апреля 2006,по 06 апреля 2011,до 06 апреля 2012,,,,,,,,,,,,,,
17,"ООО ""Горизонт Плюс""",6704009339,1066726004520,"215753, Смоленская область, г. Дорогобуж, ул. Пушкина, д. 4","215750, Смоленская область, Дорогобужский район, п. Верхнеднепровский, ул. Химиков (магазин), без ограничений",№ 983                 Б 004928,30 июня 2011,по 30 июня 2013,,,,,,,,,,,,,,,
,,,,,"215750, Смоленская область, г. Дорогобуж, ул. Пушкина, д. 4 (магазин), без ограничений",, ,,,,,,,,,,,,,,,,
18,"ООО ""Нептун""",6704009258,1056721978180,"215713, Смоленская область, г. Дорогобуж, ул. Карла Маркса, д. 164-а","215713, Смоленская область, г. Дорогобуж, ул. Карла Маркса, д. 164-а (магазин), без ограничений",№ 1110                 Б 005885               (№ 2085                 Г 301876),10 июля 2006                      23 декабря 2011,по 10 июля 201123 декабря 2012,,,,,,,,,,,,,,,
19,"ООО ""М и С""",6704009378,1066726014431,"215753, Смоленская область, Дорогобужский район, п. Верхнеднепровский, ул. Молодежная, д. 44, кв. 70","215750, Смоленская область, г. Дорогобуж, ул. Карла Маркса, д. 29 (закусочная), без ограничений",№ 1000               Г 679591,29 октября 2007,по 04 июля 2011,,смена юр адреса,,,,,,,,,,,,,
,,,,"215753, Смоленская область, Дорогобужский район, п. Верхнеднепровский, ул. Ленина, 15, 23",,№ 1000              Б 005816,04 июля 2006,по 04 июля 2011,,,,,,,,,,,,,,,
20,"ООО ""АИСТ""",6704009762,1076726001043,"215750, Смоленская область, Дорогобужский район, дер. Быково","215750, Смоленская область, Дорогобужский район, дер. Быково (торговый павильон), без ограничений",№ 1623                  Г 679639,27 декабря 2007,по 27 декабря 2012,,,,,,,,,,,,,,,
21,"ООО ""Продторг""",6704008110,1026700535872,"215750, Смоленская область, г. Дорогобуж, ул. Карла Маркса, д. 29","215713, Смоленская область, г. Дорогобуж, ДОС Строение 13 (магазин ""Артек""), без ограничений",№ 1550                 Г 679552,27 августа 2007,по 27 августа 2012,,,,,,,,,,,,,,,
,,,,,"215713, Смоленская область, г. Дорогобуж, ул. Карла Маркса, д. 29 (закусочная), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215713, Смоленская область, г. Дорогобуж, ул. Карла Маркса, д. 29 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
22,"ООО ""Турбаза ""Ника""",6704007638,1026700535729,"215750, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский","215750, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский (ресторан), без ограничений",№ 1509                 Г 679509,22 июня 2007,по 22 июня 2012,,,,,,,,,,,,,,,
23,"ООО ""Истра""",6704009554,1066726016532,"215713, Смоленская область, г. Дорогобуж, ул. К. Маркса, магазин ""Рябинка"" 35","215713, Смоленская область, г. Дорогобуж, ул. МК. Маркса, д. 35 (магазин), без ограничений ",№ 1406                Г 679381,21 декабря 2006,по 21 декабря 2011,до 22 декабря 2013,,,,,,,,,,,,,,
24,"ООО ""Вега""",6704007194,1026700538501,"215770, Смоленская область, г. Дорогобуж, ул. Ленина, 56","215770, Смоленская область, г. Дорогобуж, ул. Ленина, 56 (магазин), без ограничений",№ 1379                 В 445799,05 декабря 2006,по 05 декабря 2011,,,,,,,,,,,,,,,
25,"ООО ""Волна""",670401001,1066726014970,"215713, Смоленская область, г. Дорогобуж, ул. Мира, магазин ""Волна""","215713, Смоленская область, г. Дорогобуж, ул. Мира (магазин), без ограничений",№ 1168                     Б 005943,19 июля 2006,по 19 июля 2011,,,,,,,,,,,,,,,
,,,,,"215713, Смоленская область, г. Дорогобуж, ул. Мира (закусочная), без ограничений",,,,,,,,,,,,,,,,,,
26,"ОАО ""Дорогобуж""",6704000505,1026700535773,"215743, Смоленская область, Дорогобужский район, п. Верхнеднепровский","215750, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский, ул. Комсомольская, д. 31-а (кафе ""Юбилейное""), без ограничений",№ 1769                      Б 005044,01 января 2009,по 01 января 2014,,,,,,,,,,,,,,,
27,"ООО ""ПРИЧАЛ""",6704010084,1086726000701,"215710, Смоленская область, г. Дорогобуж, ул. Парижской Коммуны, д. 3","215710, Смоленская область, г. Дорогобуж, ул. Парижской Коммуны, д. 3а (закусочная), без ограничений",№ 1760                  Б 005012,26 ноября 2008,по 26 ноября 2013,,,,,,,,,,,,,,,
28,"ООО ""Тополек""",6704010091,1086726000745,"215713, Смоленская область, г. Дорогобуж, ул. Свердлова, д. 3","215713, Смоленская область, г. Дорогобуж, ул. Свердлова, д. 3 (закусочная), без ограничений",№ 1687                Г 679718,02 июля 2008,по 02 июля 2013,,,,,,,,,,,,,,,
29,"ООО ""ТОЧКА""",6704009995,1086726000162,"215750, Смоленская область, Дорогобужский район, п. Верхнеднепровский, ул. Молодежная, д. 16","214036, Смоленская область, г. Смоленск, ул. Попова, д. 119 (магазин ""Гламур""), без ограничений",№ 1643                   Г 679660,04 марта 2008,по 04 марта 2013,,,,,,,,,,,,,,,
30,"МУП ОП ""Шанс""",6704000287,1026700535938,"215750, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский, пр-т Химиков, д. 1","215750, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский , ул. Химиков, д. 5 (столовая №26), без ограничений",№ 1807                  Б 005144,26 августа 2009,по 28 декабря 2013,,,,,,,,,,,,,,,
,,,,,"215720, Смоленская область, г. Дорогобуж, ул. Карла Маркса, д. 34 (столовая ""Днепр""), без ограничений",,,,,,,,,,,,,,,,,,
31,"ООО ""Элит""",6704010341,1086726001966,"215750, Смоленская область, Дорогобужский район, п. Верхнеднепровский, ул. Строителей, д. :-а","215750, Смоленская область, Дорогобужский район, п. Верхнеднепровский, ул. Строителей, д. 6-а (магазин), без ограничений",№ 1841               Б 005120,27 апреля 2009,по 27 апреля 2014,,,,,,,,,,,,,,,
32,"ООО ""Полюс""",6704007162,1026700537742,"215720, Смоленская область, г. Дорогобуж, ул. Свердлова, д. 3","215720, Смоленская область, г. Дорогобуж, ул. Свердлова, д. 3 (магазин), без ограничений",№ 1828                  Б 005096,03 февраля 2009,по 03 февраля 2014,,,,,,,,,,,,,,,
33,"ООО ""Комбинат питания""",6704010528,1096726001338,"215753, Смоленская область, Дорогобужский район, п. Верхнеднепровский","215753, Смоленская область, Дорогобужский район, п. Верхнеднепровский, ул. Комсомольская, д. 31-а (кафе), без ограничений",№ 1889                 Б 005188,22 декабря 2009,по 22 декабря 2014,,,,,,,,,,,,,,,
34,"ООО ""РОСТ""",6704008529,1036740302125,"215710, Смоленская область, г. Дорогобуж, ул.Павлова,                     д. 33","215710, Смоленская область, г. Дорогобуж, ул.Павлова, д. 33 (магазин ""Восход""), без ограничений",№ 1679                       Б 004888,16 июня 2008,по 16 июня 2013,,,,,,,,,,,,,,,
35,"ООО ""Натали""",6704009272,1066726000142,"215713, Смоленская область, г. Дорогобуж, ул. Мира, д. 7","215713, Смоленская область, г. Дорогобуж, ул. Мира, д. 47 (магазин), без ограничений",№ 2060                  Г 301778,18 октября 2011,по 18 октября 2012,,,,,,,,,,,,,,,
36,"ООО ""Прогресс""",6704009219,1056721976981,"215753, Смоленская область, пгт. Верхнеднепровский, ул. Химиков, д. 2, кв. 29","215753, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский, проспект Химиков (магазин), без ограничений",№ 854                          Б 005634                  (Г 301766),22 июня 2006,до 22 июня 2011,до 23 июня 2014,,,,,,,,,,,,,,
,,,,,"215753, Смоленская область, Дорогобужский район, пгт. Верхнеднепровский, ул. Химиков (бар), до 16,5%",,,,,,,,,,,,,,,,,,
